"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-1980","HKY+FO+R2","R2",-1579.7634,-1507.7856,"HKY{1,2.9393,1,1,2.9393,1}+FO{0.3016,0.2135,0.1834,0.3015}",3457.5267,3700.4615,4025.3867,"Mixture",334,78,0.664670658682635,"10.78%",163,126,0.9,103.4838,10.6619,264.5714,292.897,NA,"0.6191","0.0923","0.1491","0","0","0.0015","0.0043","0.0055","0.0718"
"One_class","UCE-1980","HKY+F+R2","R2",-1580.1455,-1507.7856,"HKY{1,2.9559,1,1,2.9559,1}+F{0.3192,0.2106,0.1785,0.2917}",3458.2911,3701.2259,4026.1511,"Mixture",334,78,0.664670658682635,"10.78%",163,124,0.8857,103.4838,10.6618,394.9025,292.8913,NA,"0.6196","0.0925","0.1493","0","0","0.0016","0.0043","0.0055","0.0719"
"Mixture","UCE-2006","K3Pu+FO+G4","G4",-5556.3467,-4582.9298,"K3Pu{1,3.0448,0.6123,0.6123,3.0448,1}+FO{0.3323,0.1916,0.1963,0.2798}",11190.6933,11193.6619,11385.4925,"Mixture",1091,18,0.593033913840513,"27.41%",438,6,0.2,34.066,6.8329,17.3494,81.5325,NA,"0.8533","0.3956","0.4636","9e-04","0.009","0.0182","0.0258","0.0295","0.1189"
"One_class","UCE-2006","K3Pu+F+G4","G4",-5557.0552,-4582.9298,"K3Pu{1,3.0431,0.6064,0.6064,3.0431,1}+F{0.3274,0.1838,0.1989,0.2899}",11192.1104,11195.079,11386.9095,"Mixture",1091,18,0.593033913840513,"27.41%",438,6,0.2,34.0666,6.8331,17.3494,81.5334,NA,"0.8527","0.3955","0.4638","9e-04","0.009","0.0182","0.0259","0.0295","0.1191"
"Mixture","UCE-2005","HKY+FO+R2","R2",-5250.5441,-5329.7495,"HKY{1,4.1778,1,1,4.1778,1}+FO{0.3307,0.1948,0.1813,0.2932}",10683.0883,10700.174,11136.0209,"Mixture",1072,44,0.542910447761194,"24.53%",507,60,0.7317,66.0375,9.1,159.7342,155.4022,NA,"2.2443","0.6888","0.3069","0","0","0.0125","0.0263","0.0344","0.2482"
"One_class","UCE-2005","TPM3u+F+R2","R2",-5248.7314,-5329.7495,"TPM3u{1.6597,5.2763,1,1.6597,5.2763,1}+F{0.3245,0.1782,0.1799,0.3174}",10681.4628,10698.9419,11139.3727,"Mixture",1072,44,0.542910447761194,"24.53%",507,60,0.7317,66.0526,9.1019,154.5024,155.3241,NA,"2.2345","0.6894","0.3085","0","0","0.0126","0.0264","0.0344","0.2499"
"Mixture","UCE-1996","TPM2u+FO+G4","G4",-1316.6852,-1800.4193,"TPM2u{0.4935,2.8742,0.4935,1,2.8742,1}+FO{0.2948,0.2098,0.164,0.3314}",2899.3704,3039.1508,3426.5265,"Mixture",389,66,0.809768637532134,"8.48%",157,108,0.871,95.2561,10.1972,205.5091,273.6252,NA,"0.3392","0.1029","0.3034","0","0","0.0017","0.0027","0.004","0.0169"
"One_class","UCE-1996","HKY+F+G4","G4",-1320.0356,-1800.4193,"HKY{1,4.2592,1,1,4.2592,1}+F{0.2937,0.23,0.1579,0.3184}",2904.0711,3041.2274,3427.2636,"Mixture",389,66,0.809768637532134,"8.48%",157,106,0.8548,95.2399,10.1969,280.6671,273.5518,NA,"0.3411","0.099","0.2902","0","0","0.0014","0.0027","0.004","0.0142"
"Mixture","UCE-1989","HKY+FO+I","I",-1052.6095,-1911.4688,"HKY{1,4.4005,1,1,4.4005,1}+FO{0.2953,0.2045,0.1813,0.3189}",2389.2191,2540.7564,2959.8593,"Mixture",411,88,0.885644768856448,"4.14%",147,124,0.9254,101.3018,10.4578,245.9919,286.7257,NA,"0.1854","0.046","0.2481","0","0","0","0.0014","0.0024","0.0122"
"One_class","UCE-1989","HKY+F+I","I",-1053.7724,-1911.4688,"HKY{1,4.4149,1,1,4.4149,1}+F{0.2969,0.1878,0.1864,0.3289}",2391.5449,2543.0822,2962.1851,"Mixture",411,88,0.885644768856448,"4.14%",147,122,0.9104,101.2849,10.4564,279.3725,286.7404,NA,"0.1879","0.0387","0.206","0","0","0","0.0014","0.0024","0.0123"
"Mixture","UCE-2001","MIX{TNe,K81u+FO}+G","G4",-1976.6252,-1321.6756,"TNe{4.46144,7.89604}+FQ;K3Pu{0.0001,0.00777409}+FO{0.508389,0.00909755,0.0072616,0.475252}",4125.2503,4200.8261,4439.3644,"Mixture",285,40,0.473684210526316,"30.18%",180,54,0.7297,64.4599,9.3513,97.9796,147.093,NA,"1.4294","0.3746","0.2621","0","0.0034","0.0085","0.0161","0.0177","0.1311"
"One_class","UCE-2001","TNe+G4","G4",-1993.8034,-1321.6756,"TNe{1,2.8802,1,1,5.3711,1}+G4{0.25,0.25,0.25,0.25}",4147.6068,4211.1362,4439.8059,"Mixture",285,40,0.473684210526316,"30.18%",180,56,0.7568,64.609,9.3748,102.1714,147.7044,NA,"1.241","0.3109","0.2505","0","0.0038","0.0089","0.0186","0.0175","0.1619"
"Mixture","UCE-1999","K2P+R2","R2",-926.7578,-818.7026,"K2P{1,3.6092,1,1,3.6092,1}+R2{0.25,0.25,0.25,0.25}",2065.5157,2219.8286,2440.4731,"One_class",254,69,0.795275590551181,"9.84%",73,86,0.86,80.9458,9.5096,202.2276,225.3625,NA,"0.4008","0.1157","0.2887","0","0","0.0036","0.0039","0.0041","0.0355"
"One_class","UCE-1999","K2P+R2","R2",-925.6318,-818.7026,"K2P{1,3.7988,1,1,3.7988,1}+R2{0.25,0.25,0.25,0.25}",2063.2636,2217.5766,2438.2211,"One_class",254,69,0.795275590551181,"9.84%",73,80,0.8,80.953,9.5105,192.7122,225.3071,NA,"0.4004","0.119","0.2972","0","0","0.0038","0.0039","0.0041","0.0352"
"Mixture","UCE-2003","TPM2u+FO+G4","G4",-764.0939,-586.7621,"TPM2u{0.1646,1.5273,0.1646,1,1.5273,1}+FO{0.3248,0.198,0.1657,0.3116}",1670.1877,1739.7388,1910.8118,"Mixture",219,44,0.785388127853881,"10.50%",57,50,0.8065,57.397,8.4474,86.7468,138.9601,NA,"0.4042","0.1204","0.2979","0","0","0.0048","0.0062","0.0098","0.043"
"One_class","UCE-2003","TPM2u+F+G4","G4",-764.4949,-586.7621,"TPM2u{0.1688,1.5322,0.1688,1,1.5322,1}+F{0.3155,0.1873,0.1709,0.3263}",1670.9899,1740.5409,1911.614,"Mixture",219,44,0.785388127853881,"10.50%",57,46,0.7419,57.376,8.4467,71.0493,138.9824,NA,"0.4017","0.1061","0.2641","0","0","0.0048","0.0062","0.0098","0.0431"
"Mixture","UCE-19","HKY+FO+G4","G4",-1330.4672,-2090.8437,"HKY{1,3.5665,1,1,3.5665,1}+FO{0.3252,0.2005,0.1962,0.2782}",2920.9345,3029.7524,3453.3917,"One_class",444,72,0.810810810810811,"5.86%",176,112,0.918,91.7381,9.9764,250.9721,245.323,NA,"0.3226","0.0741","0.2297","0","0","0","0.0026","0.0023","0.0597"
"One_class","UCE-19","HKY+F+G4","G4",-1330.4568,-2090.8437,"HKY{1,3.5623,1,1,3.5623,1}+F{0.3295,0.2033,0.1941,0.2731}",2920.9135,3029.7314,3453.3707,"One_class",444,72,0.810810810810811,"5.86%",176,110,0.9016,91.7245,9.9756,250.8864,245.3147,NA,"0.3225","0.0719","0.2229","0","0","0","0.0026","0.0023","0.0598"
"Mixture","UCE-2007","HKY+FO+I","I",-869.3767,-848.2192,"HKY{1,2.3274,1,1,2.3274,1}+FO{0.33,0.1684,0.1481,0.3535}",1910.7533,2007.9222,2210.4459,"Mixture",241,60,0.684647302904564,"7.88%",91,66,0.8462,65.517,8.7722,118.6297,163.1292,NA,"0.5705","0.0657","0.1152","0","0","0","0.0073","0.0041","0.2897"
"One_class","UCE-2007","HKY+F+G4","G4",-869.9137,-848.2192,"HKY{1,2.2423,1,1,2.2423,1}+F{0.3421,0.1753,0.1584,0.3242}",1911.8273,2008.9961,2211.5199,"Mixture",241,60,0.684647302904564,"7.88%",91,66,0.8462,65.4906,8.77,121.1156,163.0941,NA,"0.5944","0.0645","0.1085","0","0","0","0.007","0.0041","0.2691"
"Mixture","UCE-201","TPM2u+FO+I+G4","I+G4",-9347.5637,-6409.852,"TPM2u{0.5889,2.6465,0.5889,1,2.6465,1}+FO{0.3117,0.1982,0.1822,0.3079}",18779.1274,18782.3727,18991.3417,"Mixture",1156,19,0.354671280276817,"45.67%",756,6,0.1875,33.5071,6.5741,12.5698,83.1284,NA,"2.5855","0.848","0.328","0","0.0136","0.0371","0.0735","0.1157","0.3375"
"One_class","UCE-201","TPM2u+F+I+G4","I+G4",-9351.7489,-6409.852,"TPM2u{0.5842,2.6786,0.5842,1,2.6786,1}+F{0.3132,0.18,0.1812,0.3256}",18787.4979,18790.7432,18999.7122,"Mixture",1156,19,0.354671280276817,"45.67%",756,6,0.1875,33.5198,6.5766,12.5698,83.1555,NA,"2.5733","0.844","0.328","0","0.0135","0.0376","0.0739","0.1166","0.3384"
"Mixture","UCE-2004","MIX{TIM3+FO,K80+FO}+G","G4",-1805.1269,-1135.8219,"TIM3{100,15.2127,7.81486}+FO{0.017068,0.0393637,0.156333,0.787235};K2P{3.19205}+FQ",3850.2539,4053.3308,4279.3677,"Mixture",264,60,0.53030303030303,"23.11%",149,86,0.7963,84.7569,9.9743,235.9915,229.0115,NA,"1.4416","0.2459","0.1706","0","0","0.004","0.0121","0.0103","0.3119"
"One_class","UCE-2004","TIM3+F+G4","G4",-1817.4681,-1135.8219,"TIM3{1.8892,5.1737,1,1.8892,2.4939,1}+F{0.1867,0.2494,0.1864,0.3775}",3870.9361,4064.6189,4292.8981,"Mixture",264,60,0.53030303030303,"23.11%",149,88,0.8148,84.8482,9.9851,212.0802,229.2277,NA,"1.3444","0.2299","0.171","0","0","0.0042","0.013","0.0107","0.3544"
"Mixture","UCE-2010","TPM3u+FO+I+R2","I+R2",-2042.246,-3034.2431,"TPM3u{1.9885,3.6407,1,1.9885,3.6407,1}+FO{0.3,0.1876,0.1708,0.3416}",4422.4921,4558.6532,5163.3047,"One_class",592,84,0.746621621621622,"10.64%",259,140,0.8861,112.784,10.6005,235.9936,330.8837,NA,"0.6437","0.1361","0.2114","0","0","0","0.0041","0.0028","0.2902"
"One_class","UCE-2010","TPM3u+F+R2","R2",-2042.4569,-3034.2431,"TPM3u{1.9567,3.5957,1,1.9567,3.5957,1}+F{0.3191,0.1849,0.1696,0.3264}",4420.9137,4555.1549,5157.3429,"One_class",592,84,0.746621621621622,"10.64%",259,136,0.8608,112.75,10.5989,292.1575,330.8183,NA,"0.6553","0.146","0.2228","0","0","0","0.004","0.0025","0.285"
"Mixture","UCE-200","TPM3u+FO+I+G4","I+G4",-2589.2217,-3177.9741,"TPM3u{1.9379,4.5459,1,1.9379,4.5459,1}+FO{0.2612,0.2299,0.1887,0.3202}",5526.4435,5667.0901,6293.8139,"Mixture",608,85,0.736842105263158,"14.97%",277,146,0.8902,115.9707,10.6439,395.224,347.3388,NA,"0.7523","0.2578","0.3427","0","0","0.0016","0.0045","0.0062","0.0577"
"One_class","UCE-200","TPM3u+F+I+R2","I+R2",-2589.4331,-3177.9741,"TPM3u{1.7003,4.3335,1,1.7003,4.3335,1}+F{0.2687,0.2392,0.1918,0.3003}",5528.8661,5671.4587,6300.6467,"Mixture",608,85,0.736842105263158,"14.97%",277,146,0.8902,115.9875,10.6445,417.4135,347.254,NA,"0.7458","0.2621","0.3514","0","0","0.0016","0.0045","0.0063","0.0548"
"Mixture","UCE-2030","MIX{HKY+FO,JC+FO,K81+FO}+I","I",-6521.941,-4980.3477,"HKY{10.3923}+FO{0.498253,0.0691274,0.0596617,0.372958};JC;K3P{2.98876,0.226634}+FQ",13107.882,13110.0327,13265.4066,"One_class",1015,13,0.445320197044335,"41.67%",528,4,0.2,26.0901,6.3528,7.2111,52.0041,NA,"1.6425","0.7929","0.4827","0.004","0.0295","0.0529","0.0665","0.0743","0.2546"
"One_class","UCE-2030","HKY+F+R2","R2",-6530.6049,-4980.3477,"HKY{1,3.2143,1,1,3.2143,1}+F{0.3312,0.1974,0.1767,0.2947}",13119.2098,13120.9763,13261.9665,"One_class",1015,13,0.445320197044335,"41.67%",528,4,0.2,26.1806,6.3743,7.2111,52.3814,NA,"1.5303","0.7084","0.4629","0.003","0.031","0.0567","0.0714","0.079","0.2941"
"Mixture","UCE-2016","TPM2u+FO+G4","G4",-1632.7591,-1630.6199,"TPM2u{0.3998,2.5447,0.3998,1,2.5447,1}+FO{0.2989,0.1685,0.1875,0.345}",3527.5181,3684.0068,4034.0255,"Mixture",353,64,0.69971671388102,"15.30%",173,88,0.7213,91.6468,9.7586,220.9502,256.2428,NA,"0.607","0.1897","0.3125","0","0","0.0029","0.0047","0.0058","0.0436"
"One_class","UCE-2016","TPM2u+F+R2","R2",-1630.0993,-1630.6199,"TPM2u{0.3685,2.424,0.3685,1,2.424,1}+F{0.3039,0.1744,0.1755,0.3462}",3524.1987,3683.7987,4034.5725,"Mixture",353,64,0.69971671388102,"15.30%",173,92,0.7541,91.6571,9.7603,232.8347,256.3008,NA,"0.5898","0.1828","0.3099","0","0","0.003","0.0049","0.006","0.0447"
"Mixture","UCE-2014","HKY+FO+G4","G4",-1814.6405,-1548.6892,"HKY{1,4.6868,1,1,4.6868,1}+FO{0.2555,0.1997,0.1456,0.3992}",3853.2809,3965.2809,4281.7929,"Mixture",339,55,0.610619469026549,"21.24%",183,66,0.6346,81.21,9.487,118.937,223.9368,NA,"0.7686","0.2061","0.2681","0","0","0.003","0.0072","0.009","0.0571"
"One_class","UCE-2014","HKY+F+G4","G4",-1815.788,-1548.6892,"HKY{1,4.7513,1,1,4.7513,1}+F{0.2604,0.1987,0.125,0.4158}",3855.5761,3967.5761,4284.0881,"Mixture",339,55,0.610619469026549,"21.24%",183,64,0.6154,81.2125,9.4872,107.7868,223.9357,NA,"0.7679","0.2076","0.2703","0","0","0.003","0.0072","0.009","0.0569"
"Mixture","UCE-2008","HKY+FO+I","I",-1087.3888,-1453.3746,"HKY{1,4.3993,1,1,4.3993,1}+FO{0.3163,0.1892,0.1776,0.3169}",2402.7775,2515.3097,2841.9286,"Mixture",348,62,0.836206896551724,"8.33%",121,92,0.8679,81.1118,9.248,234.572,220.4541,NA,"0.318","0.0824","0.2591","0","0","0","0.0029","0.0029","0.0352"
"One_class","UCE-2008","HKY+F+I","I",-1087.8799,-1453.3746,"HKY{1,4.3534,1,1,4.3534,1}+F{0.2944,0.1959,0.1821,0.3275}",2403.7598,2516.292,2842.9109,"Mixture",348,62,0.836206896551724,"8.33%",121,92,0.8679,81.1158,9.2479,253.1719,220.4519,NA,"0.3194","0.0826","0.2586","0","0","0","0.0029","0.0032","0.0352"
"Mixture","UCE-2012","HKY+FO+G4","G4",-1723.2018,-2489.2007,"HKY{1,3.1151,1,1,3.1151,1}+FO{0.2862,0.1748,0.1992,0.3398}",3722.4037,3822.0504,4310.4895,"Mixture",524,71,0.811068702290076,"8.21%",201,112,0.8615,96.0765,10.0153,327.3958,276.5396,NA,"0.335","0.0799","0.2385","0","0","0","0.0025","0.0039","0.0181"
"One_class","UCE-2012","TPM2u+F+G4","G4",-1720.8947,-2489.2007,"TPM2u{0.4944,2.2829,0.4944,1,2.2829,1}+F{0.3016,0.1602,0.1955,0.3427}",3719.7895,3821.1437,4312.1368,"Mixture",524,71,0.811068702290076,"8.21%",201,112,0.8615,96.0831,10.0157,288.8044,276.6676,NA,"0.3318","0.0803","0.242","0","0","0","0.0025","0.0039","0.0181"
"Mixture","UCE-2031","MIX{HKY+FO,TPM2+FO}+I+R2","I+R2",-7066.9911,-5147.9862,"HKY{1.89722}+FO{0.311836,0.225365,0.174192,0.288607};TPM2{0.0001,10.1536}+FQ",14375.9823,14412.9798,14959.7315,"Mixture",920,61,0.466304347826087,"35.87%",541,84,0.7778,81.6794,9.5675,268.3841,225.1924,NA,"4.7283","0.8845","0.1871","0","0","0.01","0.0414","0.0339","1.134"
"One_class","UCE-2031","HKY+F+G4","G4",-7104.0572,-5147.9862,"HKY{1,3.0216,1,1,3.0216,1}+F{0.2929,0.2452,0.1935,0.2684}",14440.1145,14473.9177,14999.7418,"Mixture",920,61,0.466304347826087,"35.87%",541,86,0.7963,81.8007,9.5757,255.3351,225.4353,NA,"4.5936","0.8872","0.1931","0","0","0.0104","0.0426","0.0343","1.2414"
"Mixture","UCE-2018","K2P+I","I",-671.2284,-982.5918,"K2P{1,3.3115,1,1,3.3115,1}+I{0.25,0.25,0.25,0.25}",1504.4568,1572.2323,1798.2941,"Mixture",278,58,0.877697841726619,"4.32%",73,66,0.8684,63.5525,8.6786,133.0038,169.9438,NA,"0.1615","0.041","0.2539","0","0","0","0.002","0.0036","0.0191"
"One_class","UCE-2018","K2P+I","I",-671.229,-982.5918,"K2P{1,3.3115,1,1,3.3115,1}+I{0.25,0.25,0.25,0.25}",1504.4581,1572.2336,1798.2954,"Mixture",278,58,0.877697841726619,"4.32%",73,64,0.8421,63.5299,8.675,123.1909,169.9532,NA,"0.1615","0.041","0.2539","0","0","0","0.002","0.0036","0.0191"
"Mixture","UCE-2024","TPM2u+FO+G4","G4",-1604.8326,-1119.5493,"TPM2u{0.4928,2.5433,0.4928,1,2.5433,1}+FO{0.3792,0.1882,0.1493,0.2833}",3431.6653,3583.275,3833.5297,"Mixture",276,54,0.615942028985507,"23.91%",135,68,0.6667,78.3805,9.2,123.6123,223.0298,NA,"0.8693","0.336","0.3865","0","0","0.0038","0.0084","0.0115","0.0599"
"One_class","UCE-2024","TIM2+F+G4","G4",-1603.3609,-1119.5493,"TIM2{0.5265,2.0644,0.5265,1,3.352,1}+F{0.3907,0.1869,0.1651,0.2573}",3430.7217,3586.0101,3836.2066,"Mixture",276,54,0.615942028985507,"23.91%",135,74,0.7255,78.3654,9.1985,120.7311,222.9987,NA,"0.8806","0.3407","0.3869","0","0","0.0038","0.0083","0.0114","0.0585"
"Mixture","UCE-2025","MIX{TVM+FO,F81+FO}+G","G4",-902.7369,-1222.1418,"TVM{0.164081,0.118982,0.734492,0.0001}+FO{0.0637443,0.292952,0.140697,0.502607};F81+FO{0.82687,0.0577092,0.0662766,0.0491444}",2035.4737,2174.432,2464.4352,"Mixture",308,62,0.837662337662338,"5.52%",111,84,0.84,78.8029,9.5886,157.0096,207.0233,NA,"0.2971","0.0707","0.238","0","0","0.0014","0.0029","0.0037","0.0172"
"One_class","UCE-2025","GTR+F+G4","G4",-912.2484,-1222.1418,"GTR{0.2022,0.729,0.178,1e-04,0.2264,1}+F{0.405,0.188,0.111,0.2959}",2048.4968,2178.3019,2466.268,"Mixture",308,62,0.837662337662338,"5.52%",111,88,0.88,78.8212,9.59,199.1934,207.0074,NA,"0.2959","0.0785","0.2653","0","0","0","0.0029","0.004","0.0171"
"Mixture","UCE-2023","TPM2u+FO+G4","G4",-1948.5585,-1896.4851,"TPM2u{0.3008,3.0491,0.3008,1,3.0491,1}+FO{0.333,0.1949,0.1674,0.3046}",4171.117,4328.667,4710.1975,"Mixture",378,69,0.687830687830688,"17.20%",210,90,0.7031,95.1513,9.9974,175.8863,263.7802,NA,"0.8096","0.209","0.2582","0","0","0.0042","0.0063","0.0086","0.0443"
"One_class","UCE-2023","TPM2u+F+G4","G4",-1950.3142,-1896.4851,"TPM2u{0.308,3.0879,0.308,1,3.0879,1}+F{0.313,0.1978,0.161,0.3282}",4174.6285,4332.1785,4713.709,"Mixture",378,69,0.687830687830688,"17.20%",210,86,0.6719,95.1196,9.9955,146.2259,263.7253,NA,"0.8201","0.2002","0.2441","0","0","0.0042","0.0062","0.0078","0.0439"
"Mixture","UCE-2021","HKY+FO+G4","G4",-1656.5275,-1629.6587,"HKY{1,4.4531,1,1,4.4531,1}+FO{0.3166,0.2037,0.1458,0.3338}",3569.055,3721.9439,4061.0287,"Mixture",345,64,0.617391304347826,"14.20%",189,100,0.8333,89.5917,9.7304,222.4455,253.2488,NA,"1.0989","0.1796","0.1634","0","0","0.003","0.0088","0.0059","0.4407"
"One_class","UCE-2021","HKY+F+G4","G4",-1657.0808,-1629.6587,"HKY{1,4.3465,1,1,4.3465,1}+F{0.3076,0.1934,0.1477,0.3513}",3570.1615,3723.0504,4062.1352,"Mixture",345,64,0.617391304347826,"14.20%",189,102,0.85,89.61,9.7322,227.8201,253.2498,NA,"1.0801","0.174","0.1611","0","0","0.0029","0.0089","0.0059","0.4625"
"Mixture","UCE-202","MIX{TPM3u+FO,TPM2+FO}+I+R2","I+R2",-4823.1598,-3780.7025,"TPM3u{1.63195,7.38921}+FO{0.300225,0.188969,0.265231,0.245575};TPM2{0.242045,0.306998}+FQ",9978.3196,10080.6148,10735.9196,"Mixture",709,79,0.558533145275035,"27.22%",390,126,0.8289,109.1663,10.5788,242.1941,323.4391,NA,"1.8849","0.6487","0.3442","0","0","0.0057","0.0122","0.0143","0.2185"
"One_class","UCE-202","K2P+I+R2","I+R2",-4855.3235,-3780.7025,"K2P{1,4.3966,1,1,4.3966,1}+I{0.25,0.25,0.25,0.25}",10028.647,10121.3246,10754.3,"Mixture",709,79,0.558533145275035,"27.22%",390,126,0.8289,109.1225,10.5783,291.575,323.5209,NA,"1.8897","0.6266","0.3316","0","0","0.0056","0.0122","0.0141","0.2194"
"Mixture","UCE-2033","TPM2u+FO+G4","G4",-4050.3138,-3238.0178,"TPM2u{0.511,2.3171,0.511,1,2.3171,1}+FO{0.3361,0.2052,0.1291,0.3297}",8422.6276,8546.8276,9125.6293,"Mixture",582,79,0.460481099656357,"29.55%",397,128,0.8421,107.751,10.4747,268.9833,321.849,NA,"1.603","0.4334","0.2704","0","0","0.0043","0.0102","0.013","0.1478"
"One_class","UCE-2033","TPM2u+F+G4","G4",-4051.7925,-3238.0178,"TPM2u{0.5082,2.3634,0.5082,1,2.3634,1}+F{0.3474,0.1787,0.1315,0.3424}",8425.585,8549.785,9128.5868,"Mixture",582,79,0.460481099656357,"29.55%",397,128,0.8421,107.7395,10.4756,284.1021,321.9606,NA,"1.5826","0.4145","0.2619","0","0","0.0044","0.0103","0.0132","0.1507"
"Mixture","UCE-2046","MIX{K2P,HKY+FO,JC+FO}+I","I",-5023.5051,-4343.1438,"K2P{5.35039}+FQ;HKY{99.7333}+FO{0.461112,0.0434344,0.0551514,0.440302};JC",10097.0103,10098.3918,10218.8652,"One_class",967,10,0.537745604963806,"29.27%",434,8,0.5714,17.9165,5.0605,9.6437,30.9774,NA,"1.4367","0.509","0.3543","0.0098","0.028","0.0484","0.074","0.1021","0.1972"
"One_class","UCE-2046","K2P+I","I",-5043.7058,-4343.1438,"K2P{1,3.5417,1,1,3.5417,1}+I{0.25,0.25,0.25,0.25}",10125.4116,10126.2141,10218.0213,"One_class",967,10,0.537745604963806,"29.27%",434,8,0.5714,18.09,5.116,9.6437,31.3694,NA,"1.258","0.4235","0.3366","0.0082","0.0293","0.0523","0.0845","0.1303","0.2445"
"Mixture","UCE-2028","TPM3u+FO+R2","R2",-1456.0186,-1374.0174,"TPM3u{3.2804,3.6703,1,3.2804,3.6703,1}+FO{0.2739,0.1976,0.1558,0.3727}",3216.0373,3474.4373,3794.875,"Mixture",333,80,0.678678678678679,"12.61%",139,118,0.831,104.4235,10.4811,243.9508,309.5455,NA,"0.5432","0.1484","0.2732","0","0","0.0029","0.0037","0.0038","0.127"
"One_class","UCE-2028","TVM+F+G4","G4",-1457.8878,-1374.0174,"TVM{1.5674,1.7765,0.2558,1.3955,1.7765,1}+F{0.3275,0.1791,0.146,0.3474}",3221.7755,3485.0381,3804.4213,"Mixture",333,80,0.678678678678679,"12.61%",139,116,0.8169,104.4185,10.4814,279.9286,309.5719,NA,"0.5363","0.1429","0.2665","0","0","0.003","0.0037","0.0038","0.1346"
"Mixture","UCE-2020","TIMe+G4","G4",-641.4456,-750.0556,"TIMe{1,7.4616,0.3245,0.3245,1.59,1}+G4{0.25,0.25,0.25,0.25}",1512.8911,1883.4467,1885.082,"One_class",188,71,0.819148936170213,"11.70%",77,88,0.8148,84.7895,9.8646,226.3493,215.739,NA,"0.4204","0.1244","0.2959","0","0","0","0.0036","0.0056","0.0717"
"One_class","UCE-2020","TIMe+G4","G4",-640.8074,-750.0556,"TIMe{1,6.3387,0.2963,0.2963,1.4923,1}+G4{0.25,0.25,0.25,0.25}",1511.6148,1882.1704,1883.8057,"One_class",188,71,0.819148936170213,"11.70%",77,90,0.8333,84.8113,9.8681,212.2499,215.781,NA,"0.4004","0.1306","0.3262","0","0","0","0.0038","0.0057","0.0753"
"Mixture","UCE-2041","HKY+FO+G4","G4",-1439.2993,-1301.7119,"HKY{1,3.362,1,1,3.362,1}+FO{0.342,0.1515,0.1767,0.3299}",3086.5986,3204.6527,3468.2662,"One_class",290,51,0.610344827586207,"14.83%",149,76,0.7917,76.9001,9.5779,133.7535,204.7313,NA,"0.8819","0.1739","0.1972","0","0","0.0034","0.0088","0.0069","0.1911"
"One_class","UCE-2041","HKY+F+G4","G4",-1438.8103,-1301.7119,"HKY{1,3.3525,1,1,3.3525,1}+F{0.3499,0.1369,0.1875,0.3257}",3085.6206,3203.6747,3467.2882,"One_class",290,51,0.610344827586207,"14.83%",149,78,0.8125,76.9044,9.5786,124.499,204.7861,NA,"0.8758","0.1727","0.1972","0","0","0.0034","0.0089","0.0069","0.1932"
"Mixture","UCE-2036","TPM2u+FO+R2","R2",-1352.1543,-1532.7683,"TPM2u{0.3014,1.8647,0.3014,1,1.8647,1}+FO{0.3143,0.2507,0.1554,0.2796}",2924.3087,3023.9822,3350.5511,"Mixture",356,56,0.752808988764045,"8.99%",144,78,0.78,80.6782,9.5377,168.1368,216.4314,NA,"0.4583","0.1224","0.2671","0","0","0.0029","0.0045","0.0059","0.0502"
"One_class","UCE-2036","TPM2u+F+R2","R2",-1352.4293,-1532.7683,"TPM2u{0.3114,1.8887,0.3114,1,1.8887,1}+F{0.3005,0.2495,0.1578,0.2922}",2924.8586,3024.532,3351.1009,"Mixture",356,56,0.752808988764045,"8.99%",144,80,0.8,80.6766,9.5375,162.6714,216.4272,NA,"0.4603","0.1201","0.2609","0","0","0.0028","0.0044","0.0059","0.05"
"Mixture","UCE-2035","K2P+G4","G4",-1347.0718,-704.4324,"K2P{1,3.173,1,1,3.173,1}+G4{0.25,0.25,0.25,0.25}",2896.1437,3088.7044,3233.7194,"Mixture",209,53,0.641148325358852,"22.01%",87,68,0.7083,77.5047,9.5026,120.7974,199.6354,NA,"1.2241","0.4174","0.341","0","0","0.0058","0.0124","0.0134","0.0729"
"One_class","UCE-2035","K2P+G4","G4",-1347.0721,-704.4324,"K2P{1,3.1674,1,1,3.1674,1}+G4{0.25,0.25,0.25,0.25}",2896.1441,3088.7049,3233.7199,"Mixture",209,53,0.641148325358852,"22.01%",87,66,0.6875,77.5056,9.5027,119.256,199.6391,NA,"1.223","0.417","0.341","0","0","0.0058","0.0124","0.0134","0.0729"
"Mixture","UCE-2049","HKY+FO+I+R2","I+R2",-1840.4294,-2015.2071,"HKY{1,3.5685,1,1,3.5685,1}+FO{0.2426,0.1691,0.1588,0.4295}",3964.8588,4123.4994,4531.2913,"Mixture",399,70,0.734335839598998,"15.54%",213,98,0.7424,99.0424,10.3518,270.9096,282.5098,NA,"0.6669","0.2706","0.4058","0","0","0.0025","0.005","0.0071","0.0513"
