"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-2223","One_class","Mixture",4,0.0513,0.1258,0.0364,1,0.5128,NA
"UCE-2225","One_class","Mixture",0,0,0.1254,0.0394,0,0.2988,NA
"UCE-2224","One_class","Mixture",12,0.12,0.2719,0.0929,3,0.7775,NA
"UCE-2226","One_class","Mixture",0,0,0.0711,0.0297,0,0.1475,NA
"UCE-2229","One_class","Mixture",0,0,0.4448,0.1196,0,1.5015,NA
"UCE-2230","One_class","Mixture",0,0,0.0458,0.0152,0,0.1278,NA
"UCE-2231","One_class","Mixture",0,0,0.007,0.0022,0,0.0121,NA
"UCE-222","One_class","Mixture",52,0.4194,0.5738,0.1174,9,0.8961,NA
"UCE-2233","One_class","Mixture",34,0.3542,1.3624,0.2995,7,3.8488,NA
"UCE-2238","One_class","Mixture",78,0.5065,1.2488,0.2169,14,2.1215,NA
"UCE-2239","One_class","Mixture",30,0.375,1.5832,0.4124,5,3.262,NA
"UCE-2235","One_class","Mixture",38,0.2533,0.3867,0.0835,9,1.4285,NA
"UCE-2243","One_class","Mixture",58,0.5273,2.5666,0.4494,8,5.7405,NA
"UCE-2245","One_class","Mixture",52,0.7429,0.3638,0.0722,12,0.7515,NA
"UCE-2246","One_class","Mixture",84,0.6269,2.3218,0.401,16,4.6682,NA
"UCE-2247","One_class","Mixture",76,0.6333,0.4644,0.0933,12,1.0269,NA
"UCE-2248","One_class","Mixture",44,0.3492,0.354,0.0678,7,0.4299,NA
"UCE-224","One_class","Mixture",20,0.1639,0.1849,0.0696,4,1.1137,NA
"UCE-2251","One_class","Mixture",8,0.1481,0.5176,0.138,2,0.873,NA
"UCE-2253","One_class","Mixture",18,0.2143,0.086,0.022,4,0.2072,NA
"UCE-2252","One_class","Mixture",68,0.5,0.9774,0.2286,13,3.6919,NA
"UCE-2255","One_class","Mixture",0,0,0.0553,0.0166,0,0.1506,NA
"UCE-2257","One_class","Mixture",6,0.1667,0.2658,0.1015,2,0.4119,NA
"UCE-2256","One_class","Mixture",12,0.1333,0.4164,0.1131,4,0.7777,NA
"UCE-2260","One_class","Mixture",30,0.4054,0.0803,0.0246,6,0.5,NA
"UCE-225","One_class","Mixture",76,0.6786,1.6583,0.2957,13,4.2795,NA
"UCE-2262","One_class","Mixture",0,0,0.1397,0.0485,0,0.4233,NA
"UCE-2261","One_class","Mixture",66,0.5323,3.7906,0.6402,13,9.7088,NA
"UCE-2263","One_class","Mixture",16,0.1739,0.6172,0.1214,5,2.7084,NA
"UCE-2265","One_class","Mixture",22,0.1964,0.0954,0.036,5,0.131,NA
"UCE-2267","One_class","Mixture",0,0,0.0075,0.0019,0,0.0111,NA
"UCE-2273","One_class","Mixture",0,0,0.0276,0.01,0,0.0442,NA
"UCE-2266","One_class","Mixture",56,0.4516,0.8038,0.2145,10,1.974,NA
"UCE-2270","One_class","Mixture",28,0.2642,0.8593,0.196,5,2.3789,NA
"UCE-2275","One_class","Mixture",0,0,0.0396,0.0101,0,0.0657,NA
"UCE-2274","One_class","Mixture",6,0.0789,0.244,0.0654,2,0.7185,NA
"UCE-2277","One_class","Mixture",8,0.1212,0.0469,0.0118,3,0.0803,NA
"UCE-2276","One_class","Mixture",42,0.3818,0.9377,0.1951,8,2.3658,NA
"UCE-2278","One_class","Mixture",12,0.1154,0.1228,0.0324,2,0.3681,NA
"UCE-2282","One_class","Mixture",0,0,0.1998,0.0764,0,0.4243,NA
"UCE-2279","One_class","Mixture",82,0.494,0.9552,0.1952,14,1.651,NA
"UCE-2283","One_class","Mixture",0,0,0.0539,0.0151,0,0.1449,NA
"UCE-227","One_class","Mixture",68,0.4304,0.834,0.1704,11,2.4947,NA
"UCE-2288","One_class","Mixture",0,0,0.0197,0.0059,0,0.0257,NA
"UCE-2284","One_class","Mixture",32,0.3636,1.0799,0.278,7,3.4478,NA
"UCE-2287","One_class","Mixture",34,0.3269,0.7467,0.2391,5,1.6261,NA
"UCE-2289","One_class","Mixture",22,0.234,2.5286,0.8296,6,9.8369,NA
"UCE-2291","One_class","Mixture",46,0.284,0.3271,0.0809,9,0.522,NA
"UCE-2293","One_class","Mixture",2,0.0588,0.1281,0.0411,1,0.3601,NA
"UCE-2297","One_class","Mixture",0,0,0.0611,0.0232,0,0.1625,NA
"UCE-2294","One_class","Mixture",62,0.5,0.6171,0.1314,13,2.8846,NA
"UCE-2296","One_class","Mixture",30,0.2459,0.1225,0.0353,6,0.4194,NA
"UCE-2299","One_class","Mixture",20,0.3125,0.4835,0.145,5,1.0275,NA
"UCE-2300","One_class","Mixture",0,0,0.0054,0.0017,0,0.0052,NA
"UCE-2301","One_class","Mixture",2,0.0769,0.3663,0.1337,1,1.1552,NA
"UCE-2298","One_class","Mixture",64,0.5246,1.7164,0.3284,8,3.597,NA
"UCE-2303","One_class","Mixture",0,0,0.4949,0.1791,0,1.5508,NA
"UCE-2302","One_class","Mixture",68,0.5312,0.6901,0.1279,13,1.1378,NA
"UCE-2309","One_class","Mixture",26,0.2955,0.1549,0.0518,6,0.3217,NA
"UCE-2308","One_class","Mixture",38,0.4634,1.2891,0.3807,9,8.9694,NA
"UCE-2306","One_class","Mixture",70,0.5645,1.0755,0.1818,15,1.3082,NA
"UCE-230","One_class","Mixture",0,0,0.091,0.0327,0,0.349,NA
"UCE-2310","One_class","Mixture",48,0.5714,0.961,0.3422,11,3.5599,NA
"UCE-2312","One_class","Mixture",48,0.4444,2.0844,0.4448,10,5.2426,NA
"UCE-2315","One_class","Mixture",2,0.0625,0.9339,0.6442,1,3.0106,NA
"UCE-2319","One_class","Mixture",24,0.24,0.3642,0.2255,8,2.8762,NA
"UCE-2320","One_class","Mixture",0,0,0.5848,0.168,0,1.6107,NA
"UCE-231","One_class","Mixture",96,0.5926,1.2282,0.2257,18,3.2226,NA
"UCE-2321","One_class","Mixture",2,0.0667,0.1879,0.0547,1,0.5301,NA
"UCE-2326","One_class","Mixture",0,0,0.0044,0.0014,0,0.0063,NA
"UCE-2328","One_class","Mixture",0,0,0.4899,0.1345,0,1.2002,NA
"UCE-232","One_class","Mixture",20,0.1887,0.4246,0.1317,3,1.2184,NA
"UCE-2331","One_class","Mixture",32,0.2581,0.0941,0.0272,7,0.2081,NA
"UCE-2334","One_class","Mixture",60,0.6,3.1479,0.7316,14,3.4683,NA
"UCE-2335","One_class","Mixture",34,0.2787,0.6454,0.1526,8,0.8945,NA
"UCE-2336","One_class","Mixture",20,0.2632,0.2224,0.0544,6,0.5647,NA
"UCE-2338","One_class","Mixture",50,0.4032,1.6294,0.362,9,2.7566,NA
"UCE-233","One_class","Mixture",42,0.3443,0.5095,0.1021,7,1.6668,NA
"UCE-2340","One_class","Mixture",10,0.0893,0.1299,0.0235,3,0.2308,NA
"UCE-2341","One_class","Mixture",16,0.1455,0.0781,0.0163,5,0.1792,NA
"UCE-2342","One_class","Mixture",0,0,0.7045,0.223,0,1.5779,NA
"UCE-2347","One_class","Mixture",0,0,0.0164,0.0049,0,0.0491,NA
"UCE-2344","One_class","Mixture",18,0.18,0.0388,0.0093,5,0.1025,NA
"UCE-2345","One_class","Mixture",58,0.5,0.9101,0.139,8,2.1178,NA
"UCE-2346","One_class","Mixture",28,0.2414,0.2371,0.0605,2,0.7404,NA
"UCE-2349","One_class","Mixture",50,0.3378,1.926,0.3661,9,3.3793,NA
"UCE-234","One_class","Mixture",6,0.0789,0.0162,0.0041,1,0.04,NA
"UCE-2350","One_class","Mixture",18,0.3333,1.0757,0.4119,4,3.2927,NA
"UCE-2352","One_class","Mixture",2,0.0667,0.0802,0.0242,1,0.1044,NA
"UCE-2355","One_class","Mixture",0,0,0.0656,0.0236,0,0.1469,NA
"UCE-2353","One_class","Mixture",10,0.082,0.2891,0.0827,3,1.361,NA
"UCE-2357","One_class","Mixture",0,0,0.3458,0.1173,0,1.8742,NA
"UCE-2358","One_class","Mixture",48,0.338,2.1914,0.7384,8,6.5066,NA
"UCE-2356","One_class","Mixture",72,0.5538,1.3464,0.3017,12,3.397,NA
"UCE-2366","One_class","Mixture",0,0,0.006,0.0018,0,0.0083,NA
"UCE-235","One_class","Mixture",50,0.4902,0.1331,0.048,10,0.3503,NA
"UCE-2361","One_class","Mixture",52,0.4561,2.2057,0.361,9,5.3272,NA
"UCE-2369","One_class","Mixture",0,0,0.1213,0.0422,0,0.3223,NA
"UCE-2367","One_class","Mixture",32,0.2623,0.3801,0.1355,9,1.2373,NA
"UCE-2371","One_class","Mixture",0,0,0.2324,0.0767,0,0.6025,NA
"UCE-2370","One_class","Mixture",42,0.3333,0.773,0.1734,8,1.3137,NA
"UCE-2372","One_class","Mixture",28,0.2917,1.5809,0.4097,6,3.9359,NA
"UCE-2379","One_class","Mixture",0,0,0.0025,6e-04,0,0.0074,NA
"UCE-2376","One_class","Mixture",28,0.2456,0.2248,0.0853,8,0.8764,NA
"UCE-2378","One_class","Mixture",106,0.6883,0.4461,0.0734,21,0.9372,NA
"UCE-2380","One_class","Mixture",0,0,0.2161,0.0817,0,0.7223,NA
"UCE-237","One_class","Mixture",18,0.1957,0.1199,0.0485,4,0.2281,NA
"UCE-2384","One_class","Mixture",0,0,0.3024,0.1005,0,0.7062,NA
"UCE-2383","One_class","Mixture",38,0.3115,1.5224,0.3279,8,4.953,NA
"UCE-2385","One_class","Mixture",0,0,0.2033,0.0782,0,0.7944,NA
"UCE-2389","One_class","Mixture",0,0,0.0052,0.0016,0,0.0062,NA
"UCE-2387","One_class","Mixture",18,0.1475,0.2312,0.0812,1,0.5014,NA
"UCE-238","One_class","Mixture",44,0.3793,0.8286,0.1724,11,1.5523,NA
"UCE-2393","One_class","Mixture",28,0.1867,0.7124,0.1959,5,2.2286,NA
"UCE-2392","One_class","Mixture",36,0.2045,1.1721,0.2411,8,3.4913,NA
"UCE-2395","One_class","Mixture",26,0.2321,0.1113,0.0429,7,0.3142,NA
"UCE-2396","One_class","Mixture",46,0.434,0.1584,0.0539,10,0.3972,NA
"UCE-2397","One_class","Mixture",40,0.3774,0.3237,0.0709,7,0.4372,NA
"UCE-239","One_class","Mixture",52,0.4,0.3254,0.0684,12,0.5211,NA
"UCE-23","One_class","Mixture",92,0.7419,2.9891,0.4747,17,5.0264,NA
"UCE-2400","One_class","Mixture",48,0.4211,1.3748,0.2942,9,2.3698,NA
"UCE-2404","One_class","Mixture",74,0.7551,1.9685,0.4799,14,4.8928,NA
"UCE-2406","One_class","Mixture",32,0.3137,0.7426,0.2121,8,2.9539,NA
"UCE-2409","One_class","Mixture",8,0.1026,0.2598,0.0661,3,0.6229,NA
"UCE-2418","One_class","Mixture",4,0.0426,0.0787,0.0182,1,0.2124,NA
"UCE-2419","One_class","Mixture",0,0,0.1013,0.0322,0,0.4393,NA
"UCE-241","One_class","Mixture",18,0.18,0.1212,0.0384,4,0.161,NA
"UCE-2421","One_class","Mixture",50,0.463,0.962,0.3256,10,2.566,NA
"UCE-2423","One_class","Mixture",0,0,0.0046,0.0011,0,0.0142,NA
"UCE-2427","One_class","Mixture",12,0.1935,0.4134,0.1365,2,1.5624,NA
"UCE-2422","One_class","Mixture",16,0.1538,0.2241,0.0666,5,0.5728,NA
"UCE-242","One_class","Mixture",62,0.5849,0.4473,0.1119,12,0.8568,NA
"UCE-2432","One_class","Mixture",0,0,0.0295,0.0115,0,0.0767,NA
"UCE-2431","One_class","Mixture",32,0.2963,0.4044,0.1378,6,1.3637,NA
"UCE-2433","One_class","Mixture",0,0,0.0129,0.0031,0,0.0275,NA
"UCE-2435","One_class","Mixture",2,0.027,0.0155,0.0032,1,0.0485,NA
"UCE-2438","One_class","Mixture",0,0,0.0636,0.0195,0,0.1575,NA
"UCE-2439","One_class","Mixture",0,0,0.0013,4e-04,0,0.0017,NA
"UCE-2437","One_class","Mixture",72,0.6545,1.0523,0.2437,15,1.9625,NA
"UCE-243","One_class","Mixture",42,0.375,1.231,0.2458,10,2.1132,NA
"UCE-2441","One_class","Mixture",36,0.3214,1.7807,0.5473,5,4.0864,NA
"UCE-2444","One_class","Mixture",6,0.0577,0.01,0.0022,2,0.0244,NA
"UCE-2445","One_class","Mixture",36,0.2857,0.7234,0.1274,7,1.7466,NA
"UCE-2448","One_class","Mixture",2,0.0667,0.4593,0.1217,1,1.2074,NA
"UCE-2446","One_class","Mixture",32,0.2462,0.5011,0.147,6,0.983,NA
"UCE-2451","One_class","Mixture",22,0.2619,0.3855,0.1103,4,0.7303,NA
"UCE-2452","One_class","Mixture",0,0,0.1267,0.045,0,0.391,NA
"UCE-2450","One_class","Mixture",38,0.38,1.5363,0.3648,6,3.3493,NA
"UCE-2453","One_class","Mixture",18,0.1552,0.709,0.2225,2,0.9321,NA
"UCE-2454","One_class","Mixture",56,0.4828,1.6021,0.4136,12,5.0278,NA
"UCE-245","One_class","Mixture",30,0.3061,0.0761,0.0317,7,0.2123,NA
"UCE-2462","One_class","Mixture",0,0,0.0058,0.0017,0,0.0165,NA
"UCE-2456","One_class","Mixture",72,0.5625,1.0917,0.2253,14,1.4996,NA
"UCE-2465","One_class","Mixture",38,0.4634,0.2662,0.0981,8,1.3291,NA
"UCE-2466","One_class","Mixture",30,0.2727,0.5259,0.1155,8,1.6477,NA
"UCE-2464","One_class","Mixture",52,0.4906,1.4659,0.2817,10,2.3039,NA
"UCE-2468","One_class","Mixture",68,0.5862,1.7427,0.407,16,4.154,NA
"UCE-2471","One_class","Mixture",8,0.0851,0.4462,0.1874,2,0.6916,NA
"UCE-246","One_class","Mixture",62,0.4079,1.1827,0.3089,15,3.4341,NA
"UCE-2474","One_class","Mixture",0,0,0.0839,0.0297,0,0.1503,NA
"UCE-2472","One_class","Mixture",36,0.3462,0.5163,0.1788,8,0.9264,NA
"UCE-2475","One_class","Mixture",2,0.0909,0.0646,0.0223,1,0.0982,NA
"UCE-2476","One_class","Mixture",10,0.0746,0.0535,0.0087,3,0.1341,NA
"UCE-2480","One_class","Mixture",28,0.28,0.2205,0.1048,6,0.6238,NA
"UCE-2482","One_class","Mixture",0,0,0.0759,0.0233,0,0.1805,NA
"UCE-2478","One_class","Mixture",44,0.3607,1.1124,0.4335,11,5.0893,NA
"UCE-2485","One_class","Mixture",68,0.5763,2.1006,0.4805,12,3.6241,NA
"UCE-2486","One_class","Mixture",38,0.3878,0.6664,0.145,7,0.8901,NA
"UCE-2489","One_class","Mixture",30,0.375,1.0809,0.2151,6,1.8905,NA
"UCE-2488","One_class","Mixture",14,0.1628,0.2537,0.0645,5,0.3904,NA
"UCE-248","One_class","Mixture",40,0.3448,1.1903,0.3755,6,2.6791,NA
"UCE-2487","One_class","Mixture",74,0.4684,2.7413,0.5172,9,4.7058,NA
"UCE-2498","One_class","Mixture",4,0.125,0.3556,0.1394,1,0.482,NA
"UCE-24","One_class","Mixture",0,0,0.0974,0.0295,0,0.3453,NA
"UCE-249","One_class","Mixture",54,0.4355,0.882,0.218,10,2.7153,NA
"UCE-2502","One_class","Mixture",34,0.2615,1.7244,0.3165,6,3.49,NA
"UCE-2503","One_class","Mixture",28,0.2545,0.5028,0.092,5,1.0775,NA
"UCE-2505","One_class","Mixture",68,0.5862,0.6623,0.2462,15,2.1647,NA
"UCE-2504","One_class","Mixture",4,0.0444,0.0554,0.0102,1,0.1204,NA
"UCE-2506","One_class","Mixture",16,0.1702,0.5828,0.1319,5,1.2417,NA
"UCE-2508","One_class","Mixture",0,0,0.1647,0.0572,0,0.5497,NA
"UCE-2507","One_class","Mixture",32,0.3137,0.8674,0.184,6,1.83,NA
"UCE-2509","One_class","Mixture",10,0.0893,0.046,0.0094,4,0.1924,NA
"UCE-2510","One_class","Mixture",10,0.1163,0.4905,0.1585,3,1.641,NA
"UCE-2513","One_class","Mixture",0,0,0.115,0.0384,0,0.2485,NA
"UCE-2511","One_class","Mixture",30,0.283,0.3349,0.0619,7,0.9021,NA
"UCE-251","One_class","Mixture",0,0,0.0099,0.0031,0,0.0346,NA
"UCE-2515","One_class","Mixture",76,0.5588,0.324,0.0562,15,1.0183,NA
"UCE-2516","One_class","Mixture",56,0.459,0.6844,0.1395,10,1.1051,NA
"UCE-2522","One_class","Mixture",20,0.1429,0.5921,0.1473,4,1.3449,NA
"UCE-2525","One_class","Mixture",0,0,0.0481,0.0152,0,0.0774,NA
"UCE-2521","One_class","Mixture",70,0.5932,2.1469,0.3877,12,5.2327,NA
"UCE-2526","One_class","Mixture",56,0.3889,1.5531,0.3104,10,6.4329,NA
"UCE-252","One_class","Mixture",0,0,0.0059,0.0018,0,0.0081,NA
"UCE-2529","One_class","Mixture",46,0.3594,0.5442,0.1153,5,1.2521,NA
"UCE-2534","One_class","Mixture",20,0.2857,1.6544,0.5814,5,6.9808,NA
"UCE-2533","One_class","Mixture",22,0.1964,1.4127,0.2821,6,4.9919,NA
"UCE-2538","One_class","Mixture",24,0.2222,2.5544,0.5982,4,6.9265,NA
"UCE-2539","One_class","Mixture",22,0.193,1.4906,0.5502,6,5.7282,NA
"UCE-2544","One_class","Mixture",0,0,0.0101,0.0029,0,0.0113,NA
"UCE-2540","One_class","Mixture",18,0.2195,0.1228,0.0241,4,0.2229,NA
"UCE-253","One_class","Mixture",34,0.2931,1.3588,0.3091,5,3.1204,NA
"UCE-2545","One_class","Mixture",54,0.403,0.4936,0.0982,10,1.2667,NA
"UCE-2548","One_class","Mixture",0,0,0.0217,0.0065,0,0.037,NA
"UCE-2546","One_class","Mixture",38,0.3585,0.5307,0.1227,6,1.2728,NA
"UCE-254","One_class","Mixture",10,0.125,0.0811,0.025,1,0.2074,NA
"UCE-2550","One_class","Mixture",30,0.2941,0.5806,0.1261,5,1.0635,NA
"UCE-2551","One_class","Mixture",0,0,0.0077,0.0024,0,0.0132,NA
"UCE-2552","One_class","Mixture",20,0.2174,0.0744,0.0158,5,0.2163,NA
"UCE-2558","One_class","Mixture",32,0.2623,1.2867,0.2592,7,6.5161,NA
"UCE-2553","One_class","Mixture",70,0.473,1.218,0.2429,13,2.3534,NA
"UCE-2559","One_class","Mixture",12,0.12,0.3682,0.0747,3,1.1878,NA
"UCE-255","One_class","Mixture",72,0.6,1.1838,0.2604,10,2.7168,NA
"UCE-2560","One_class","Mixture",0,0,0.0371,0.0146,0,0.0893,NA
"UCE-2563","One_class","Mixture",0,0,0.0076,0.0021,0,0.0075,NA
"UCE-2561","One_class","Mixture",12,0.1132,0.063,0.0106,3,0.2147,NA
"UCE-2565","One_class","Mixture",0,0,0.0338,0.013,0,0.0706,NA
"UCE-2564","One_class","Mixture",26,0.2241,0.604,0.1803,7,2.9544,NA
"UCE-2569","One_class","Mixture",0,0,0.1741,0.0939,0,0.3409,NA
"UCE-2572","One_class","Mixture",0,0,0.0863,0.0294,0,0.2597,NA
"UCE-2573","One_class","Mixture",0,0,0.1965,0.0705,0,0.4084,NA
"UCE-256","One_class","Mixture",108,0.6923,0.6886,0.1143,15,0.9244,NA
"UCE-2575","One_class","Mixture",14,0.1628,0.1346,0.0424,5,0.3535,NA
"UCE-2574","One_class","Mixture",82,0.6508,2.8115,0.4775,15,5.0281,NA
"UCE-2576","One_class","Mixture",0,0,0.0375,0.0113,0,0.0774,NA
"UCE-2578","One_class","Mixture",0,0,0.008,0.0024,0,0.0212,NA
"UCE-2577","One_class","Mixture",14,0.125,0.335,0.0806,3,1.5163,NA
"UCE-2579","One_class","Mixture",2,0.0417,0.2438,0.0844,1,0.4623,NA
"UCE-257","One_class","Mixture",26,0.2364,0.0404,0.011,8,0.0976,NA
"UCE-2582","One_class","Mixture",34,0.2615,0.8726,0.1631,8,1.3484,NA
"UCE-2585","One_class","Mixture",16,0.2222,0.1077,0.0472,4,0.2325,NA
"UCE-2586","One_class","Mixture",22,0.1964,1.0596,0.2662,5,2.355,NA
"UCE-2589","One_class","Mixture",0,0,0.3012,0.1053,0,0.6969,NA
"UCE-2591","One_class","Mixture",4,0.0444,0.0384,0.0082,2,0.0754,NA
"UCE-2592","One_class","Mixture",40,0.4082,1.5275,0.4327,7,4.4305,NA
"UCE-258","One_class","Mixture",10,0.1282,0.0505,0.0115,3,0.1451,NA
"UCE-2595","One_class","Mixture",0,0,0.002,6e-04,0,0.0025,NA
"UCE-2594","One_class","Mixture",4,0.1429,1.2717,0.4828,2,1.2937,NA
"UCE-2598","One_class","Mixture",24,0.2308,0.021,0.0079,5,0.0843,NA
"UCE-2599","One_class","Mixture",50,0.4032,1.7596,0.4029,11,3.2868,NA
"UCE-2605","One_class","Mixture",4,0.0513,0.0161,0.0037,2,0.0461,NA
"UCE-2606","One_class","Mixture",2,0.0714,0.5581,0.1592,1,1.3652,NA
"UCE-25","One_class","Mixture",86,0.4886,1.6802,0.3044,12,2.6903,NA
"UCE-2600","One_class","Mixture",40,0.2778,0.227,0.0373,7,0.3696,NA
"UCE-2609","One_class","Mixture",0,0,0.1084,0.0427,0,0.3305,NA
"UCE-2613","One_class","Mixture",0,0,0.0473,0.0174,0,0.0927,NA
"UCE-2611","One_class","Mixture",60,0.4545,0.698,0.136,10,1.8174,NA
"UCE-2612","One_class","Mixture",18,0.1875,0.0599,0.0122,6,0.1722,NA
"UCE-260","One_class","Mixture",40,0.3175,0.7147,0.1254,8,1.5237,NA
"UCE-2614","One_class","Mixture",70,0.614,3.1199,0.6174,17,6.1612,NA
"UCE-2616","One_class","Mixture",8,0.0741,0.0013,7e-04,2,0.0088,NA
"UCE-2618","One_class","Mixture",36,0.4186,1.2379,0.2687,9,2.7537,NA
"UCE-2619","One_class","Mixture",50,0.4098,0.9033,0.2002,9,1.2105,NA
"UCE-261","One_class","Mixture",88,0.6769,1.5167,0.2708,15,3.6713,NA
"UCE-2621","One_class","Mixture",2,0.0625,0.0474,0.0121,1,0.1136,NA
"UCE-2620","One_class","Mixture",12,0.1304,0.0459,0.0099,4,0.1074,NA
"UCE-2625","One_class","Mixture",0,0,0.0023,6e-04,0,0.0034,NA
"UCE-2623","One_class","Mixture",14,0.1167,0.0586,0.0104,5,0.1623,NA
"UCE-2628","One_class","Mixture",54,0.4909,2.1741,0.4243,11,5.5433,NA
"UCE-2637","One_class","Mixture",8,0.0952,0.0056,0.0011,3,0.0145,NA
"UCE-2638","One_class","Mixture",34,0.3617,0.4631,0.1352,6,1.4142,NA
"UCE-2639","One_class","Mixture",6,0.0612,0.0724,0.016,1,0.151,NA
"UCE-263","One_class","Mixture",0,0,0.009,0.0025,0,0.016,NA
"UCE-2642","One_class","Mixture",0,0,0.2077,0.0686,0,0.6451,NA
"UCE-2646","One_class","Mixture",42,0.4468,0.8135,0.1446,8,1.2018,NA
"UCE-2647","One_class","Mixture",6,0.1765,0.4223,0.1371,1,1.4323,NA
"UCE-2655","One_class","Mixture",0,0,0.0978,0.0383,0,0.2114,NA
"UCE-264","One_class","Mixture",12,0.1176,0.1146,0.0268,3,0.2396,NA
"UCE-2651","One_class","Mixture",52,0.3939,0.6545,0.1207,10,1.6282,NA
"UCE-2656","One_class","Mixture",82,0.5256,1.0539,0.2934,14,2.4102,NA
"UCE-2657","One_class","Mixture",40,0.3571,1.1004,0.3331,9,1.4618,NA
"UCE-2666","One_class","Mixture",0,0,0.0989,0.0402,0,0.2843,NA
"UCE-2662","One_class","Mixture",24,0.1935,1.0624,0.296,5,2.1872,NA
"UCE-2665","One_class","Mixture",44,0.3929,0.4726,0.1091,8,0.7859,NA
"UCE-2667","One_class","Mixture",0,0,0.0756,0.039,0,0.3011,NA
"UCE-2670","One_class","Mixture",4,0.125,0.8111,0.2536,1,2.8625,NA
"UCE-2668","One_class","Mixture",28,0.25,0.3323,0.0939,4,0.7496,NA
"UCE-266","One_class","Mixture",14,0.1273,0.1219,0.0277,4,0.2944,NA
"UCE-2671","One_class","Mixture",20,0.1818,0.4179,0.1538,7,1.2242,NA
"UCE-2674","One_class","Mixture",8,0.2,0.0205,0.0066,3,0.072,NA
"UCE-2677","One_class","Mixture",4,0.125,0.1115,0.0332,1,0.2332,NA
"UCE-2676","One_class","Mixture",6,0.0625,0.0435,0.0089,2,0.1338,NA
"UCE-2678","One_class","Mixture",44,0.386,2.1908,0.446,10,4.8012,NA
"UCE-2681","One_class","Mixture",0,0,0.0109,0.0034,0,0.0206,NA
"UCE-2684","One_class","Mixture",2,0.0588,0.3341,0.1038,1,0.6741,NA
"UCE-2687","One_class","Mixture",10,0.102,0.8139,0.2034,4,3.4023,NA
"UCE-2682","One_class","Mixture",32,0.254,0.2995,0.0778,7,0.8087,NA
"UCE-2688","One_class","Mixture",0,0,0.0508,0.0189,0,0.1044,NA
"UCE-268","One_class","Mixture",54,0.4219,0.7428,0.1958,12,1.7929,NA
"UCE-2692","One_class","Mixture",0,0,0.0135,0.0043,0,0.0219,NA
"UCE-2690","One_class","Mixture",60,0.4688,0.6166,0.1531,14,1.2246,NA
"UCE-2693","One_class","Mixture",0,0,0.152,0.0505,0,0.3656,NA
"UCE-2694","One_class","Mixture",16,0.127,0.0357,0.0092,4,0.0652,NA
"UCE-2699","One_class","Mixture",0,0,0.009,0.0026,0,0.0225,NA
"UCE-269","One_class","Mixture",0,0,0.0353,0.0114,0,0.0927,NA
"UCE-2698","One_class","Mixture",38,0.3016,1.4019,0.2293,9,2.9755,NA
"UCE-2697","One_class","Mixture",44,0.2973,1.435,0.2428,7,3.545,NA
"UCE-2701","One_class","Mixture",0,0,0.0356,0.0161,0,0.0406,NA
"UCE-2700","One_class","Mixture",16,0.2162,0.0734,0.0241,6,0.2062,NA
"UCE-2703","One_class","Mixture",0,0,0.6891,0.3288,0,2.1224,NA
"UCE-2708","One_class","Mixture",40,0.4762,0.8738,0.2843,9,3.2505,NA
"UCE-2710","One_class","Mixture",0,0,0.0047,0.0012,0,0.0068,NA
"UCE-2707","One_class","Mixture",26,0.26,0.9126,0.1629,8,1.8875,NA
"UCE-2713","One_class","Mixture",0,0,0.0049,0.0014,0,0.0064,NA
"UCE-2714","One_class","Mixture",8,0.2353,0.1142,0.0339,2,0.2216,NA
"UCE-2715","One_class","Mixture",0,0,0.1156,0.0431,0,0.231,NA
"UCE-2718","One_class","Mixture",0,0,0.0131,0.004,0,0.0372,NA
"UCE-2719","One_class","Mixture",32,0.3902,1.4068,0.4467,6,1.789,NA
"UCE-2716","One_class","Mixture",18,0.1765,0.1788,0.0481,6,0.3428,NA
"UCE-2728","One_class","Mixture",0,0,1.6295,0.4535,0,4.3483,NA
"UCE-2729","One_class","Mixture",0,0,0.0078,0.0017,0,0.0156,NA
"UCE-2731","One_class","Mixture",40,0.3571,0.5985,0.1379,7,1.1289,NA
"UCE-2732","One_class","Mixture",18,0.2045,0.1118,0.0381,3,0.2134,NA
"UCE-2733","One_class","Mixture",10,0.119,0.3932,0.0792,3,0.9059,NA
"UCE-2735","One_class","Mixture",58,0.3718,0.8771,0.2494,10,1.7935,NA
"UCE-2736","One_class","Mixture",12,0.12,0.1779,0.0315,4,0.3013,NA
"UCE-273","One_class","Mixture",26,0.2453,0.5318,0.3018,7,2.2844,NA
"UCE-2739","One_class","Mixture",44,0.5366,0.2051,0.0515,7,0.3579,NA
"UCE-2740","One_class","Mixture",32,0.3077,1.569,0.3375,4,2.6902,NA
"UCE-2742","One_class","Mixture",14,0.1148,0.1854,0.0657,2,0.5522,NA
"UCE-2745","One_class","Mixture",34,0.3333,1.5278,0.3728,4,2.9565,NA
"UCE-2746","One_class","Mixture",24,0.2182,0.4351,0.1018,5,0.9053,NA
"UCE-2748","One_class","Mixture",24,0.2791,0.3737,0.1206,6,0.9996,NA
"UCE-2753","One_class","Mixture",0,0,0.3545,0.1192,0,0.6937,NA
"UCE-274","One_class","Mixture",18,0.1579,0.2494,0.0645,3,0.4553,NA
"UCE-2754","One_class","Mixture",8,0.0909,0.1774,0.0451,2,0.2866,NA
