"Model","Locus_name","Model_string","Rates","Likelihood","Unconstrained_likelihood","parameters","AIC","AICc","BIC","Best","Length","Ntaxa","Percent_constant","Percent_parsimony_informative","Site_patterns","RF_distance","nRF_distance","wRF_distance","KF_distance","PD_distance","wPD_distance","geodesic_distance","Tree_Length","Sum_int","prop_int","Min.","1st Qu.","Median","Mean","3rd Qu.","Max."
"Mixture","UCE-1526","TPM3u+FO+G4","G4",-8102.5771,-7925.6825,"TPM3u{1.5757,3.2469,1,1.5757,3.2469,1}+FO{0.3055,0.1616,0.1676,0.3653}",16551.1541,16604.1973,17446.7784,"Mixture",1309,85,0.572192513368984,"27.35%",756,156,0.9512,122.5717,11.3601,474.0717,364.5443,NA,"3.0828","1.158","0.3756","0","0","0.0037","0.0181","0.0174","0.1829"
"One_class","UCE-1526","TPM3u+F+G4","G4",-8105.4452,-7925.6825,"TPM3u{1.6325,3.3549,1,1.6325,3.3549,1}+F{0.3261,0.1526,0.1614,0.36}",16556.8904,16609.9335,17452.5146,"Mixture",1309,85,0.572192513368984,"27.35%",756,148,0.9024,122.5832,11.3631,469.3059,364.4322,NA,"3.0277","1.1557","0.3817","0","0","0.0036","0.0185","0.0178","0.1861"
"Mixture","UCE-1562","TVM+FO+G4","G4",-8024.0433,-7754.0638,"TVM{0.9609,3.8365,0.817,2.3764,3.8365,1}+FO{0.369,0.1658,0.1535,0.3117}",16318.0867,16348.6612,17019.8415,"One_class",1337,65,0.50336574420344,"29.77%",753,106,0.8548,98.0117,10.3913,244.1925,287.3917,NA,"2.5215","0.9666","0.3833","0","0","0.0102","0.0198","0.0261","0.1901"
"One_class","UCE-1562","TVM+F+G4","G4",-8022.3716,-7754.0638,"TVM{0.941,3.8227,0.852,2.2951,3.8227,1}+F{0.3686,0.1674,0.1607,0.3033}",16314.7432,16345.3177,17016.4979,"One_class",1337,65,0.50336574420344,"29.77%",753,106,0.8548,97.9844,10.3895,231.4779,287.3125,NA,"2.5177","0.9661","0.3837","0","0","0.0127","0.0199","0.028","0.1902"
"Mixture","UCE-1622","MIX{HKY+FO,JC+FO,K80+FO,K80+FO}+I+G","I+G4",-11857.8596,-11275.4491,"HKY{1.45907}+FO{0.618916,0.0858499,0.219358,0.0758752};JC;K2P{3.15872}+FQ;K2P{42.8694}+FQ",23811.7192,23814.4604,24074.5626,"Mixture",1765,20,0.435127478753541,"34.62%",1110,16,0.4706,40.693,8.1624,22.7156,89.6797,NA,"11.3042","2.32","0.2052","0","0.0573","0.1258","0.2398","0.2341","3.594"
"One_class","UCE-1622","HKY+F+I+G4","I+G4",-11882.1725,-11275.4491,"HKY{1,3.8115,1,1,3.8115,1}+F{0.2986,0.2185,0.2393,0.2436}",23850.3449,23852.5436,24085.8089,"Mixture",1765,20,0.435127478753541,"34.62%",1110,16,0.4706,39.4565,7.473,22.7156,92.3323,NA,"8.872","2.0725","0.2336","0","0.0624","0.1147","0.3055","0.2578","5.4353"
"Mixture","UCE-1614","HKY+FO+I+R2","I+R2",-11268.0824,-9464.4081,"HKY{1,3.0942,1,1,3.0942,1}+FO{0.3385,0.1867,0.1578,0.317}",22760.1649,22779.4429,23349.5793,"Mixture",1426,54,0.35343618513324,"43.48%",1076,68,0.6667,81.1493,9.4835,148.6069,234.0933,NA,"5.3327","1.935","0.3629","0","0.013","0.0325","0.0499","0.0741","0.3352"
"One_class","UCE-1614","TN+F+I+R2","I+R2",-11267.7842,-9464.4081,"TN{1,3.4388,1,1,2.6873,1}+F{0.3263,0.2068,0.1585,0.3084}",22761.5684,22781.2056,23356.2454,"Mixture",1426,54,0.35343618513324,"43.48%",1076,72,0.7059,81.1422,9.4861,168.119,234.2024,NA,"5.2413","1.9058","0.3636","0","0.0133","0.0323","0.0508","0.0724","0.3348"
"Mixture","UCE-1618","MIX{TPM2u+FO,K80+FO,F81+FO}+I+G","I+G4",-11739.8513,-9398.9765,"TPM2u{0.103162,0.974198}+FO{0.246928,0.0936457,0.0744182,0.585008};K2P{3.7284}+FQ;F81+FO{0.631236,0.0560459,0.221112,0.0916061}",23663.7025,23675.8044,24152.9471,"Mixture",1507,41,0.427339084273391,"41.54%",987,26,0.3421,68.1612,9.2161,46.3249,197.8516,NA,"4.2731","1.6211","0.3794","0","0.0078","0.028","0.0492","0.0556","0.4459"
"One_class","UCE-1618","TPM2u+F+I+G4","I+G4",-11775.7862,-9398.9765,"TPM2u{0.6173,2.5948,0.6173,1,2.5948,1}+F{0.2993,0.1838,0.1969,0.32}",23723.5724,23734.1104,24180.9097,"Mixture",1507,41,0.427339084273391,"41.54%",987,34,0.4474,68.621,9.2748,78.9177,199.9589,NA,"3.8884","1.3923","0.3581","0","0.0071","0.0254","0.0541","0.0549","0.5608"
"Mixture","UCE-1630","MIX{HKY+FO,K80+FO}+R2","R2",-5279.7549,-5885.2036,"HKY{20.9799}+FO{0.501201,0.0390375,0.0319479,0.427814};K2P{2.44923}+FQ",10809.5098,10839.1151,11444.7234,"Mixture",1190,60,0.672268907563025,"19.33%",512,90,0.7895,92.6905,10.5414,158.2277,264.761,NA,"1.6263","0.5487","0.3374","0","0","0.0072","0.0123","0.0173","0.0999"
"One_class","UCE-1630","HKY+F+I+R2","I+R2",-5287.0573,-5885.2036,"HKY{1,2.9171,1,1,2.9171,1}+F{0.3301,0.1766,0.1763,0.317}",10822.1147,10851.2227,11452.2466,"Mixture",1190,60,0.672268907563025,"19.33%",512,88,0.7719,92.8135,10.5576,159.5964,265.8451,NA,"1.4367","0.4729","0.3292","0","0","0.0074","0.0139","0.0192","0.1167"
"Mixture","UCE-1631","TPM3u+FO+G4","G4",-7662.4012,-7520.2102,"TPM3u{1.5612,4.3882,1,1.5612,4.3882,1}+FO{0.3313,0.1592,0.1739,0.3356}",15530.8024,15548.4499,16064.7411,"Mixture",1318,50,0.456752655538695,"26.48%",747,52,0.5532,78.8319,10.3474,143.7637,199.8881,NA,"2.2882","0.7596","0.332","0","0","0.015","0.0236","0.029","0.134"
"One_class","UCE-1631","TPM3u+F+G4","G4",-7662.495,-7520.2102,"TPM3u{1.6021,4.4507,1,1.6021,4.4507,1}+F{0.3314,0.1568,0.1722,0.3396}",15530.99,15548.6374,16064.9287,"Mixture",1318,50,0.456752655538695,"26.48%",747,54,0.5745,78.8331,10.3475,143.1118,199.8915,NA,"2.287","0.7592","0.332","0","0","0.015","0.0236","0.029","0.134"
"Mixture","UCE-1601","HKY+FO+G4","G4",-7998.4238,-7916.9667,"HKY{1,3.4447,1,1,3.4447,1}+FO{0.2514,0.2231,0.2118,0.3137}",16272.8477,16304.5011,16991.6345,"Mixture",1351,69,0.543301258327165,"27.24%",732,104,0.8,100.1521,10.1422,239.2823,291.2977,NA,"3.4093","1.7287","0.5071","0","0","0.0105","0.0254","0.0274","0.5717"
"One_class","UCE-1601","HKY+F+G4","G4",-8000.9605,-7916.9667,"HKY{1,3.4158,1,1,3.4158,1}+F{0.2405,0.2341,0.2129,0.3125}",16277.921,16309.5744,16996.7078,"Mixture",1351,69,0.543301258327165,"27.24%",732,104,0.8,99.0224,10.0853,287.6161,291.9345,NA,"3.3772","1.2203","0.3613","0","0","0.0082","0.0256","0.0283","0.4987"
"Mixture","UCE-1563","HKY+FO+I+G4","I+G4",-15989.8638,-12293.4909,"HKY{1,3.0681,1,1,3.0681,1}+FO{0.2726,0.2062,0.2274,0.2938}",32185.7277,32198.4725,32750.9066,"Mixture",1785,52,0.266106442577031,"49.97%",1413,82,0.8723,79.6796,9.5883,198.1035,210.9872,NA,"7.5666","2.8454","0.376","0","0","0.0224","0.0762","0.0903","1.2316"
"One_class","UCE-1563","TN+F+I+G4","I+G4",-15991.2448,-12293.4909,"TN{1,3.414,1,1,2.7635,1}+F{0.2605,0.2169,0.2166,0.306}",32190.4897,32203.4897,32761.1557,"Mixture",1785,52,0.266106442577031,"49.97%",1413,78,0.8298,79.0898,9.5578,153.1405,211.1995,NA,"7.3955","2.5623","0.3465","0","0","0.0267","0.078","0.088","1.238"
"Mixture","UCE-161","HKY+FO+R3","R3",-12768.4324,-9927.0409,"HKY{1,2.6752,1,1,2.6752,1}+FO{0.2836,0.2294,0.2112,0.2757}",25778.8648,25799.6564,26425.1059,"Mixture",1542,58,0.352140077821012,"38.65%",1018,94,0.8545,94.7722,11.7751,222.9372,246.499,NA,"14.6404","2.7214","0.1859","0","0","0.0219","0.1295","0.1021","7.2546"
"One_class","UCE-161","TPM3+I+R3","I+R3",-12798.8275,-9927.0409,"TPM3{0.7147,2.242,1,0.7147,2.242,1}+I{0.25,0.25,0.25,0.25}",25837.655,25858.0913,26478.5552,"Mixture",1542,58,0.352140077821012,"38.65%",1018,102,0.9273,94.758,11.7341,263.2584,247.5576,NA,"14.629","2.7279","0.1865","0","0","0.016","0.1296","0.0968","7.3536"
"Mixture","UCE-1606","K3Pu+FO+I+G4","I+G4",-8149.8433,-7771.1165,"K3Pu{1,3.0253,0.5871,0.5871,3.0253,1}+FO{0.3274,0.2043,0.203,0.2654}",16631.6867,16679.7317,17492.5866,"Mixture",1321,85,0.56775170325511,"27.48%",735,144,0.9231,117.7434,11.1478,401.4125,357.6723,NA,"4.0698","1.0931","0.2686","0","0","0.0159","0.0239","0.0324","0.1625"
"One_class","UCE-1606","K3Pu+F+G4","G4",-8153.8435,-7771.1165,"K3Pu{1,3.0096,0.607,0.607,3.0096,1}+F{0.328,0.2103,0.2054,0.2563}",16637.687,16685.1155,17493.4008,"Mixture",1321,85,0.56775170325511,"27.48%",735,144,0.9231,118.0626,11.1743,393.9416,357.1909,NA,"3.7947","1.1342","0.2989","0","0","0.0155","0.0256","0.0333","0.1831"
"Mixture","UCE-1613","MIX{TPM3u+FO,F81+FO,JC+FO}+G","G4",-9242.0508,-8622.1952,"TPM3u{1.10918,4.22479}+FO{0.363813,0.196841,0.187095,0.252251};F81+FO{0.0851011,0.22926,0.0584643,0.627175};JC",18736.1017,18760.6446,19399.6339,"Mixture",1431,62,0.49685534591195,"32.08%",798,92,0.8214,90.0887,10.0845,252.4639,257.5627,NA,"3.3425","1.2753","0.3815","0","0","0.013","0.0272","0.0365","0.3934"
"One_class","UCE-1613","TPM3u+F+I+G4","I+G4",-9261.4309,-8622.1952,"TPM3u{1.621,3.9243,1,1.621,3.9243,1}+F{0.2779,0.1861,0.1723,0.3637}",18766.8617,18789.8067,19409.3294,"Mixture",1431,62,0.49685534591195,"32.08%",798,88,0.7857,89.9396,10.0882,287.1655,258.6695,NA,"3.1251","1.1528","0.3689","0","0","0.0134","0.0291","0.0378","0.487"
"Mixture","UCE-1561","TPM2u+FO+I+G4","I+G4",-13939.9772,-10882.4945,"TPM2u{0.6952,2.5984,0.6952,1,2.5984,1}+FO{0.3041,0.1816,0.19,0.3244}",28151.9544,28177.5302,28882.8187,"Mixture",1594,66,0.33375156838143,"43.66%",1211,104,0.8254,97.5861,10.2972,271.1678,273.2225,NA,"5.9457","2.6382","0.4437","0","0","0.0168","0.0458","0.0532","0.4149"
"One_class","UCE-1561","HKY+F+I+G4","I+G4",-13951.9373,-10882.4945,"HKY{1,3.1175,1,1,3.1175,1}+F{0.2838,0.1822,0.2169,0.3171}",28173.8745,28199.0597,28899.3648,"Mixture",1594,66,0.33375156838143,"43.66%",1211,102,0.8095,97.4536,10.2874,275.768,273.1643,NA,"5.9071","2.5958","0.4394","0","0","0.0167","0.0461","0.0525","0.4223"
"Mixture","UCE-1611","K3Pu+FO+I+R2","I+R2",-11264.003,-11139.9804,"K3Pu{1,2.5121,0.5635,0.5635,2.5121,1}+FO{0.3078,0.19,0.1905,0.3117}",22794.006,22815.2226,23525.9435,"Mixture",1814,67,0.501653803748622,"29.66%",1017,100,0.8197,96.6563,10.3632,272.5344,259.1652,NA,"4.1029","1.6948","0.4131","0","0","0.018","0.0321","0.0407","0.2284"
"One_class","UCE-1611","TVM+F+I+R2","I+R2",-11280.0843,-11139.9804,"TVM{1.1927,2.7587,0.4676,1.0616,2.7587,1}+F{0.3237,0.1512,0.1851,0.34}",22830.1687,22852.0519,23573.1128,"Mixture",1814,67,0.501653803748622,"29.66%",1017,102,0.8361,97.421,10.4178,260.2998,262.8717,NA,"4.0186","1.8673","0.4647","0","0","0.0062","0.0328","0.0364","0.3419"
"Mixture","UCE-1621","TPM2+G4","G4",-8536.53,-8652.359,"TPM2{0.7026,2.9928,0.7026,1,2.9928,1}+G4{0.25,0.25,0.25,0.25}",17301.0599,17320.0324,17906.5388,"One_class",1497,57,0.540414161656647,"27.39%",795,88,0.8148,87.1903,10.1186,196.4688,250.3627,NA,"2.6628","0.9388","0.3526","0","0","0.0085","0.024","0.0251","0.3397"
"One_class","UCE-1621","TPM2+G4","G4",-8536.5297,-8652.359,"TPM2{0.7026,2.9924,0.7026,1,2.9924,1}+G4{0.25,0.25,0.25,0.25}",17301.0594,17320.0319,17906.5383,"One_class",1497,57,0.540414161656647,"27.39%",795,90,0.8333,87.2704,10.1226,219.7772,250.2404,NA,"2.6627","0.979","0.3677","0","0","0.0085","0.024","0.0251","0.3397"
"Mixture","UCE-1643","TPM3u+FO+I+G4","I+G4",-9824.0207,-8485.9961,"TPM3u{1.5342,3.6187,1,1.5342,3.6187,1}+FO{0.277,0.2003,0.2234,0.2993}",19896.0414,19919.5976,20549.9049,"Mixture",1441,60,0.485773768216516,"32.55%",843,78,0.6842,89.0784,9.8699,180.6073,258.7877,NA,"4.053","1.4482","0.3573","0","0.0078","0.0178","0.035","0.0362","0.2899"
"One_class","UCE-1643","TPM3u+F+I+G4","I+G4",-9827.1164,-8485.9961,"TPM3u{1.5342,3.6324,1,1.5342,3.6324,1}+F{0.2664,0.1957,0.2434,0.2944}",19902.2328,19925.789,20556.0963,"Mixture",1441,60,0.485773768216516,"32.55%",843,82,0.7193,89.1351,9.8661,181.5792,258.6126,NA,"4.0914","1.4458","0.3534","0","0.0074","0.0174","0.0346","0.0415","0.2895"
"Mixture","UCE-1616","TPM2u+FO+I+G4","I+G4",-10776.8424,-9480.8074,"TPM2u{0.7459,2.4531,0.7459,1,2.4531,1}+FO{0.3442,0.1936,0.1508,0.3114}",21797.6849,21819.5914,22445.3271,"Mixture",1493,59,0.403884795713329,"38.98%",1002,96,0.8571,92.069,10.5161,191.9427,257.2951,NA,"4.1495","1.4155","0.3411","0","0","0.0187","0.0363","0.0387","0.2608"
"One_class","UCE-1616","HKY+F+I+G4","I+G4",-10782.18,-9480.8074,"HKY{1,2.8903,1,1,2.8903,1}+F{0.3271,0.1969,0.1686,0.3074}",21806.3599,21827.8946,22448.6936,"Mixture",1493,59,0.403884795713329,"38.98%",1002,98,0.875,92.0395,10.5139,197.3322,257.1661,NA,"4.1739","1.423","0.3409","0","0","0.0184","0.0361","0.0384","0.2609"
"Mixture","UCE-1645","HKY+FO+G4","G4",-6661.8308,-6654.8418,"HKY{1,2.9164,1,1,2.9164,1}+FO{0.3347,0.1795,0.1638,0.322}",13519.6615,13535.8992,14025.8799,"Mixture",1294,48,0.628284389489954,"25.04%",591,68,0.7556,77.3601,9.5424,103.6484,223.7069,NA,"2.1097","0.7926","0.3757","0","0","0.0102","0.0226","0.0238","0.2363"
"One_class","UCE-1645","HKY+F+G4","G4",-6663.0156,-6654.8418,"HKY{1,2.9453,1,1,2.9453,1}+F{0.3501,0.1753,0.1581,0.3165}",13522.0313,13538.2689,14028.2496,"Mixture",1294,48,0.628284389489954,"25.04%",591,68,0.7556,77.3907,9.5452,109.3984,223.7213,NA,"2.101","0.7898","0.3759","0","0","0.0104","0.0227","0.0238","0.2377"
"Mixture","UCE-1634","K3Pu+FO+G4","G4",-8009.7845,-6910.634,"K3Pu{1,2.9119,0.6783,0.6783,2.9119,1}+FO{0.3188,0.1786,0.1813,0.3213}",16293.569,16327.3598,16997.2671,"Mixture",1257,67,0.537788385043755,"32.22%",668,108,0.8438,98.7046,10.2393,198.6957,292.8711,NA,"3.6897","1.2109","0.3282","0","0","0.0131","0.028","0.0328","0.5605"
"One_class","UCE-1634","TPM2u+F+G4","G4",-8015.4198,-6910.634,"TPM2u{0.6368,2.7168,0.6368,1,2.7168,1}+F{0.345,0.1742,0.1628,0.318}",16304.8396,16338.6305,17008.5378,"Mixture",1257,67,0.537788385043755,"32.22%",668,104,0.8125,98.5874,10.2343,226.751,292.9305,NA,"3.6636","1.1842","0.3232","0","0","0.0128","0.0282","0.0331","0.5807"
"Mixture","UCE-1659","TPM2u+FO+G4","G4",-5616.3274,-7185.0023,"TPM2u{0.4819,1.8926,0.4819,1,1.8926,1}+FO{0.4094,0.147,0.1263,0.3172}",11338.6548,11342.8268,11617.5742,"Mixture",1426,25,0.698457223001403,"16.83%",553,18,0.4091,49.5115,8.424,32.4962,139.3327,NA,"0.798","0.2991","0.3748","0","0.0028","0.0078","0.017","0.0217","0.0984"
"One_class","UCE-1659","TPM2u+F+G4","G4",-5616.5732,-7185.0023,"TPM2u{0.4992,1.9283,0.4992,1,1.9283,1}+F{0.4015,0.1477,0.129,0.3218}",11339.1464,11343.3184,11618.0657,"Mixture",1426,25,0.698457223001403,"16.83%",553,18,0.4091,49.5089,8.4236,32.0312,139.3255,NA,"0.8006","0.2999","0.3746","0","0.0028","0.0078","0.017","0.0216","0.098"
"Mixture","UCE-1662","MIX{TPM3u+FO,JC+FO}+I+G","I+G4",-8275.0848,-8877.3405,"TPM3u{2.49002,7.36515}+FO{0.318664,0.152804,0.200403,0.328129};JC",16608.1696,16609.3335,16762.7323,"Mixture",1525,12,0.44983606557377,"33.51%",870,4,0.2222,24.7341,6.3363,7.6811,52.6593,NA,"2.3894","0.9791","0.4098","0.0216","0.0424","0.0602","0.1093","0.1246","0.4213"
"One_class","UCE-1662","TPM3u+F+I+G4","I+G4",-8282.0841,-8877.3405,"TPM3u{1.8853,3.7321,1,1.8853,3.7321,1}+F{0.3026,0.1812,0.2165,0.2997}",16620.1682,16621.2538,16769.4012,"Mixture",1525,12,0.44983606557377,"33.51%",870,4,0.2222,24.8286,6.3672,7.6811,52.9203,NA,"2.2946","0.9296","0.4051","0.0208","0.0448","0.0609","0.1138","0.1311","0.4511"
"Mixture","UCE-1667","TPM3u+FO+G4","G4",-5500.4321,-5748.8306,"TPM3u{1.6339,3.805,1,1.6339,3.805,1}+FO{0.2724,0.1787,0.1977,0.3513}",11050.8642,11051.8704,11180.461,"Mixture",1318,11,0.647951441578149,"18.13%",516,6,0.375,20.9959,5.5008,10.8628,41.3138,NA,"1.1745","0.4017","0.342","0.0085","0.0243","0.0576","0.0605","0.0877","0.1567"
"One_class","UCE-1667","TPM2u+F+G4","G4",-5502.7511,-5748.8306,"TPM2u{0.6302,2.4348,0.6302,1,2.4348,1}+F{0.2938,0.1769,0.1903,0.3389}",11055.5022,11056.5084,11185.099,"Mixture",1318,11,0.647951441578149,"18.13%",516,6,0.375,21.0232,5.5071,10.8628,41.3678,NA,"1.1491","0.3924","0.3415","0.0096","0.0242","0.059","0.0618","0.0889","0.161"
"Mixture","UCE-1653","MIX{TPM2u+FO,JC+FO,TNe+FO}+I+G","I+G4",-10832.652,-11173.6669,"TPM2u{1.98923,92.7811}+FO{0.685137,0.12698,0.00459746,0.183286};JC;TNe{6.34689,3.45811}+FQ",21753.3041,21755.5213,21995.8593,"Mixture",1831,18,0.475150191152376,"30.97%",1048,12,0.4,36.5464,7.5402,20.5183,89.6864,NA,"3.6738","1.0873","0.296","0.006","0.0293","0.0538","0.1002","0.1252","0.5206"
"One_class","UCE-1653","TVM+F+I+G4","I+G4",-10855.6253,-11173.6669,"TVM{0.9564,2.8165,0.5697,1.3381,2.8165,1}+F{0.3001,0.2111,0.2168,0.2721}",21795.2505,21797.2707,22026.7805,"Mixture",1831,18,0.475150191152376,"30.97%",1048,12,0.4,36.904,7.6092,20.5183,90.6554,NA,"3.3057","0.9653","0.292","0.0042","0.0314","0.0548","0.1113","0.139","0.6024"
"Mixture","UCE-1579","MIX{TN+FO,JC+FO,F81+FO,K80+FO}+G","G4",-9622.6624,-10601.4671,"TN{20.925,1.01345}+FO{0.173016,0.187953,0.287211,0.35182};JC;F81+FO{0.727714,0.0537225,0.153312,0.0652517};K2P{11.9179}+FQ",19501.3248,19522.5076,20196.5312,"Mixture",1688,59,0.523104265402844,"25.65%",955,100,0.8929,89.0674,9.9106,273.2325,252.631,NA,"6.1426","2.3913","0.3893","0","0","0.0207","0.0372","0.0509","0.3326"
"One_class","UCE-1579","TN+F+G4","G4",-9682.3975,-10601.4671,"TN{1,4.3647,1,1,2.313,1}+F{0.3273,0.1965,0.2217,0.2546}",19606.795,19625.6481,20263.9823,"Mixture",1688,59,0.523104265402844,"25.65%",955,100,0.8929,89.8447,10.0528,257.4218,258.7764,NA,"4.2825","1.6542","0.3863","0","0","0.0237","0.0534","0.0657","0.5125"
"Mixture","UCE-1633","TIM3+FO+G4","G4",-6280.5765,-7132.4486,"TIM3{1.8287,6.757,1,1.8287,4.7156,1}+FO{0.2968,0.1985,0.1652,0.3395}",12829.153,12860.3696,13521.3292,"Mixture",1294,65,0.630602782071097,"20.09%",629,110,0.8871,100.7718,10.8308,223.875,293.8297,NA,"2.128","0.8755","0.4114","0","0","0.01","0.0168","0.0274","0.0987"
"One_class","UCE-1633","TPM3u+F+G4","G4",-6286.7296,-7132.4486,"TPM3u{1.6284,5.3193,1,1.6284,5.3193,1}+F{0.3094,0.208,0.1686,0.314}",12839.4591,12870.1867,13526.4697,"Mixture",1294,65,0.630602782071097,"20.09%",629,108,0.871,100.8381,10.833,245.2794,293.7983,NA,"2.1338","0.8855","0.415","0","0","0.0084","0.0168","0.0256","0.0981"
"Mixture","UCE-1598","TPM3u+FO+I+R3","I+R3",-12868.6061,-11578.3977,"TPM3u{1.3536,3.754,1,1.3536,3.754,1}+FO{0.2994,0.1866,0.2128,0.3012}",26075.2123,26111.9749,26997.5483,"Mixture",1733,83,0.425274091171379,"36.24%",1173,130,0.8333,118.2269,11.1953,290.131,348.951,NA,"6.6565","2.6086","0.3919","0","0","0.0144","0.0419","0.0415","0.5519"
"One_class","UCE-1598","TPM3u+F+I+R3","I+R3",-12876.4016,-11578.3977,"TPM3u{1.3495,3.8074,1,1.3495,3.8074,1}+F{0.2913,0.1979,0.1922,0.3186}",26090.8032,26127.5658,27013.1392,"Mixture",1733,83,0.425274091171379,"36.24%",1173,130,0.8333,118.354,11.1982,319.5184,349.0829,NA,"6.6588","2.6116","0.3922","0","0","0.0145","0.0419","0.0414","0.5544"
"Mixture","UCE-1625","HKY+FO+G4","G4",-8140.6307,-8577.6913,"HKY{1,3.5361,1,1,3.5361,1}+FO{0.2505,0.2623,0.2145,0.2728}",16521.2613,16541.8425,17161.3809,"One_class",1532,62,0.609007832898172,"23.04%",735,88,0.7857,89.2398,10.1821,191.4471,242.6886,NA,"4.7029","1.048","0.2228","0","0","0.0156","0.0399","0.0344","1.4118"
"One_class","UCE-1625","K2P+G4","G4",-8151.3112,-8577.6913,"K2P{1,3.5485,1,1,3.5485,1}+G4{0.25,0.25,0.25,0.25}",16536.6224,16556.15,17160.739,"One_class",1532,62,0.609007832898172,"23.04%",735,90,0.8036,89.4143,10.1939,188,243.8088,NA,"4.5889","1.0688","0.2329","0","0","0.0157","0.0409","0.0387","1.4844"
"Mixture","UCE-1641","TPM2u+FO+G4","G4",-8095.9892,-7934.8191,"TPM2u{0.5238,2.2541,0.5238,1,2.2541,1}+FO{0.319,0.1671,0.1621,0.3518}",16433.9783,16457.189,17068.0101,"Mixture",1394,59,0.512912482065997,"25.97%",773,92,0.8214,89.6509,10.0824,222.2251,256.8516,NA,"4.4903","1.3201","0.294","0","0","0.0191","0.0407","0.0464","0.4516"
"One_class","UCE-1641","TVM+F+G4","G4",-8092.9031,-7934.8191,"TVM{0.8654,2.6824,0.4304,1.7093,2.6824,1}+F{0.3377,0.1415,0.1526,0.3682}",16431.8062,16455.825,17076.3179,"Mixture",1394,59,0.512912482065997,"25.97%",773,92,0.8214,89.3298,10.0585,218.2751,256.4854,NA,"4.6833","1.3382","0.2857","0","0","0.0194","0.039","0.0457","0.4194"
"Mixture","UCE-1639","TPM3u+FO+G4","G4",-8630.052,-8203.4369,"TPM3u{1.7368,4.2585,1,1.7368,4.2585,1}+FO{0.2958,0.2151,0.1812,0.3079}",17538.1039,17570.7002,18260.3392,"One_class",1334,68,0.500749625187406,"33.43%",826,104,0.8,100.6899,10.5179,213.8972,289.5516,NA,"2.887","1.2232","0.4237","0","0","0.0056","0.0212","0.0263","0.2367"
"One_class","UCE-1639","TPM3u+F+G4","G4",-8629.9584,-8203.4369,"TPM3u{1.8676,4.4478,1,1.8676,4.4478,1}+F{0.3079,0.2004,0.1805,0.3113}",17537.9167,17570.5131,18260.152,"One_class",1334,68,0.500749625187406,"33.43%",826,104,0.8,100.7531,10.5243,237.4342,289.8521,NA,"2.825","1.2009","0.4251","0","0","0.0056","0.0217","0.0241","0.2393"
"Mixture","UCE-1690","TPM3u+FO+I+G4","I+G4",-10519.8882,-8677.6119,"TPM3u{1.5145,3.5626,1,1.5145,3.5626,1}+FO{0.3009,0.1566,0.1936,0.3489}",21115.7765,21117.9181,21315.6763,"Mixture",1423,17,0.371047083626142,"42.87%",958,6,0.2143,35.5435,7.4767,11.4891,88.4562,NA,"2.7615","1.029","0.3726","0.0023","0.023","0.0604","0.0886","0.1201","0.2628"
"One_class","UCE-1690","TPM3u+F+I+G4","I+G4",-10524.1646,-8677.6119,"TPM3u{1.58,3.6861,1,1.58,3.6861,1}+F{0.3171,0.1519,0.1776,0.3534}",21124.3293,21126.4709,21324.2291,"Mixture",1423,17,0.371047083626142,"42.87%",958,6,0.2143,35.5579,7.4792,11.4891,88.4804,NA,"2.7463","1.0261","0.3736","0.0023","0.0231","0.061","0.0891","0.121","0.265"
"Mixture","UCE-1588","TPM2u+FO+I+G4","I+G4",-11960.1292,-12328.4764,"TPM2u{0.7074,2.674,0.7074,1,2.674,1}+FO{0.299,0.2188,0.2075,0.2748}",24168.2583,24185.4043,24858.545,"Mixture",1933,64,0.47801345059493,"29.64%",1113,98,0.8596,90.2661,10.1968,198.1287,256.6918,NA,"4.2802","1.3362","0.3122","0","0","0.0139","0.0362","0.0376","0.8808"
"One_class","UCE-1588","TPM2u+F+I+G4","I+G4",-11967.4177,-12328.4764,"TPM2u{0.6128,2.5102,0.6128,1,2.5102,1}+F{0.315,0.2093,0.1886,0.2871}",24182.8354,24199.9814,24873.1221,"Mixture",1933,64,0.47801345059493,"29.64%",1113,96,0.8421,90.4564,10.2036,173.0087,256.7519,NA,"4.2338","1.4984","0.3539","0","0","0.0179","0.0366","0.038","1.0726"
"Mixture","UCE-1692","MIX{TPM3u+FO,F81+FO}+G","G4",-7033.3085,-6585.0115,"TPM3u{0.998321,3.34161}+FO{0.367125,0.17448,0.20023,0.258165};F81+FO{0.000100082,0.0885598,0.0371409,0.874199}",14152.6169,14155.5055,14376.6821,"Mixture",1354,18,0.569423929098966,"25.41%",615,6,0.2,38.428,7.7953,12.0416,96.8646,NA,"1.6545","0.5963","0.3604","0","0.0134","0.0252","0.0465","0.0773","0.1903"
"One_class","UCE-1692","TPM3u+F+G4","G4",-7052.2482,-6585.0115,"TPM3u{1.576,4.6879,1,1.576,4.6879,1}+F{0.318,0.1622,0.1658,0.3541}",14182.4963,14184.8707,14385.7182,"Mixture",1354,18,0.569423929098966,"25.41%",615,8,0.2667,38.5528,7.8163,13.1529,97.2232,NA,"1.5336","0.5276","0.344","0","0.0138","0.0287","0.0501","0.0816","0.213"
