"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-2209","One_class","Mixture",42,0.375,0.0568,0.0134,9,0.1095,NA
"UCE-219","One_class","Mixture",56,0.4375,0.0138,0.0054,13,0.0372,NA
"UCE-2196","One_class","Mixture",56,0.4242,0.0029,5e-04,13,0.0095,NA
"UCE-2225","One_class","Mixture",0,0,0.3391,0.1068,0,0.7503,NA
"UCE-2226","One_class","Mixture",0,0,0.0593,0.0263,0,0.1361,NA
"UCE-2213","One_class","Mixture",6,0.0625,0.0085,0.005,1,0.0353,NA
"UCE-2223","One_class","Mixture",34,0.4359,0.1242,0.0229,5,0.2208,NA
"UCE-2206","One_class","Mixture",66,0.4342,0.0404,0.012,14,0.1217,NA
"UCE-2230","One_class","Mixture",0,0,0.0435,0.0143,0,0.1171,NA
"UCE-2219","One_class","Mixture",18,0.2368,0.0093,0.0064,5,0.0285,NA
"UCE-2231","One_class","Mixture",0,0,0.0016,5e-04,0,0.0014,NA
"UCE-2210","One_class","Mixture",8,0.0833,0.0039,7e-04,3,0.0117,NA
"UCE-2229","One_class","Mixture",4,0.0909,0.2292,0.1055,1,0.5151,NA
"UCE-2222","One_class","Mixture",62,0.62,0.0427,0.0102,11,0.1572,NA
"UCE-2224","One_class","Mixture",14,0.1556,0.0042,0.0012,3,0.0116,NA
"UCE-221","One_class","Mixture",52,0.619,0.0129,0.0062,10,0.0409,NA
"UCE-2239","One_class","Mixture",38,0.5135,0.0563,0.0161,8,0.0687,NA
"UCE-222","One_class","Mixture",30,0.2419,0.1232,0.0308,6,0.2174,NA
"UCE-2233","One_class","Mixture",22,0.2292,0.0588,0.0145,5,0.2789,NA
"UCE-2238","One_class","Mixture",86,0.5584,0.6894,0.117,14,1.4061,NA
"UCE-2251","One_class","Mixture",6,0.1111,0.0093,0.0019,1,0.0312,NA
"UCE-2245","One_class","Mixture",22,0.3333,0.0551,0.0112,5,0.0959,NA
"UCE-2255","One_class","Mixture",0,0,0.0569,0.0163,0,0.1417,NA
"UCE-2246","One_class","Mixture",102,0.7612,1.3438,0.2211,18,3.044,NA
"UCE-2243","One_class","Mixture",62,0.5636,0.2356,0.0394,12,0.4586,NA
"UCE-2257","One_class","Mixture",0,0,0.0615,0.0184,0,0.1067,NA
"UCE-2235","One_class","Mixture",40,0.3077,0.0027,5e-04,9,0.007,NA
"UCE-2253","One_class","Mixture",16,0.1905,0.0196,0.006,5,0.044,NA
"UCE-223","One_class","Mixture",78,0.4875,0.0866,0.0159,15,0.1649,NA
"UCE-2262","One_class","Mixture",2,0.0588,0.1142,0.0438,1,0.3135,NA
"UCE-2260","One_class","Mixture",22,0.3056,0.0936,0.022,5,0.1632,NA
"UCE-225","One_class","Mixture",34,0.3953,0.0149,0.0068,7,0.0215,NA
"UCE-2273","One_class","Mixture",0,0,0.0122,0.0047,0,0.0274,NA
"UCE-2267","One_class","Mixture",0,0,0.0114,0.0031,0,0.0222,NA
"UCE-2252","One_class","Mixture",68,0.5075,0.0268,0.007,16,0.0416,NA
"UCE-2256","One_class","Mixture",36,0.4,0.117,0.0241,9,0.1565,NA
"UCE-224","One_class","Mixture",38,0.3167,0.0152,0.0067,8,0.0417,NA
"UCE-2266","One_class","Mixture",50,0.4032,0.2709,0.0699,9,0.6321,NA
"UCE-2248","One_class","Mixture",60,0.4762,0.3741,0.0537,12,0.4755,NA
"UCE-2247","One_class","Mixture",44,0.5789,0.0307,0.0125,10,0.0575,NA
"UCE-2263","One_class","Mixture",6,0.0652,0.0242,0.0075,2,0.1294,NA
"UCE-2275","One_class","Mixture",0,0,0.0156,0.0054,0,0.0242,NA
"UCE-2274","One_class","Mixture",6,0.0789,0.0322,0.0074,2,0.0632,NA
"UCE-2282","One_class","Mixture",0,0,0.0066,0.0028,0,0.0086,NA
"UCE-2265","One_class","Mixture",68,0.6182,0.1497,0.0235,14,0.2187,NA
"UCE-2277","One_class","Mixture",10,0.1562,0.0022,5e-04,3,0.0049,NA
"UCE-2283","One_class","Mixture",0,0,0.0125,0.0035,0,0.034,NA
"UCE-2288","One_class","Mixture",0,0,0.0537,0.0264,0,0.1517,NA
"UCE-2293","One_class","Mixture",0,0,0.0145,0.0037,0,0.0336,NA
"UCE-2261","One_class","Mixture",80,0.6349,0.2222,0.037,17,0.3173,NA
"UCE-2270","One_class","Mixture",36,0.3462,0.1521,0.0312,6,0.2384,NA
"UCE-2297","One_class","Mixture",0,0,0.0495,0.0186,0,0.1248,NA
"UCE-2284","One_class","Mixture",30,0.3409,0.0453,0.0145,7,0.1842,NA
"UCE-2278","One_class","Mixture",44,0.4231,0.1787,0.0401,7,0.2642,NA
"UCE-2300","One_class","Mixture",0,0,0.0071,0.0022,0,0.007,NA
"UCE-2279","One_class","Mixture",76,0.4578,0.2147,0.0367,14,0.3331,NA
"UCE-2301","One_class","Mixture",0,0,0.0297,0.0112,0,0.0685,NA
"UCE-2276","One_class","Mixture",30,0.2727,0.0454,0.0148,5,0.0531,NA
"UCE-2303","One_class","Mixture",0,0,0.2415,0.0929,0,0.7251,NA
"UCE-2287","One_class","Mixture",36,0.3462,0.0146,0.006,7,0.0283,NA
"UCE-2291","One_class","Mixture",46,0.284,0.1051,0.032,10,0.2453,NA
"UCE-2289","One_class","Mixture",28,0.2979,0.006,0.0018,7,0.0105,NA
"UCE-2296","One_class","Mixture",42,0.35,0.0233,0.0081,10,0.0541,NA
"UCE-2299","One_class","Mixture",6,0.0938,0.0038,7e-04,2,0.0103,NA
"UCE-227","One_class","Mixture",52,0.5,0.0596,0.0171,13,0.1085,NA
"UCE-230","One_class","Mixture",0,0,0.0845,0.0308,0,0.3241,NA
"UCE-2298","One_class","Mixture",70,0.5738,0.1548,0.0263,13,0.3588,NA
"UCE-2315","One_class","Mixture",0,0,0.364,0.2103,0,1.111,NA
"UCE-2294","One_class","Mixture",68,0.5862,0.06,0.0123,17,0.109,NA
"UCE-2320","One_class","Mixture",0,0,0.1388,0.0398,0,0.3688,NA
"UCE-2321","One_class","Mixture",0,0,0.1405,0.0458,0,0.4357,NA
"UCE-2326","One_class","Mixture",0,0,0.0819,0.0358,0,0.2149,NA
"UCE-2309","One_class","Mixture",44,0.5,0.0212,0.0085,10,0.0684,NA
"UCE-2308","One_class","Mixture",32,0.3902,0.0096,0.006,8,0.0271,NA
"UCE-2328","One_class","Mixture",2,0.0625,0.5167,0.1616,1,0.8077,NA
"UCE-2310","One_class","Mixture",30,0.3659,0.0053,0.0011,7,0.0154,NA
"UCE-2312","One_class","Mixture",62,0.5741,0.0328,0.0108,15,0.0771,NA
"UCE-2302","One_class","Mixture",62,0.5636,0.0647,0.0135,11,0.068,NA
"UCE-2306","One_class","Mixture",44,0.3548,0.0843,0.0195,6,0.1889,NA
"UCE-2319","One_class","Mixture",34,0.34,0.0171,0.0056,8,0.0411,NA
"UCE-232","One_class","Mixture",22,0.22,0.0096,0.0061,5,0.0305,NA
"UCE-2342","One_class","Mixture",2,0.0909,0.3837,0.128,1,0.8576,NA
"UCE-231","One_class","Mixture",108,0.6667,0.1928,0.0334,20,0.5664,NA
"UCE-2336","One_class","Mixture",24,0.3529,1e-04,0,6,1e-04,NA
"UCE-2347","One_class","Mixture",0,0,0.0106,0.0031,0,0.0278,NA
"UCE-2331","One_class","Mixture",44,0.3793,0.0346,0.0111,7,0.1758,NA
"UCE-2338","One_class","Mixture",68,0.5763,0.3227,0.0425,15,0.4457,NA
"UCE-2334","One_class","Mixture",58,0.6905,0.1371,0.0342,13,0.2029,NA
"UCE-2350","One_class","Mixture",18,0.3333,1.0077,0.3666,3,3.0399,NA
"UCE-2346","One_class","Mixture",16,0.1379,0.1482,0.0405,3,0.2907,NA
"UCE-2340","One_class","Mixture",2,0.0179,0.0724,0.0117,1,0.1662,NA
"UCE-2355","One_class","Mixture",0,0,0.0642,0.0233,0,0.1486,NA
"UCE-2352","One_class","Mixture",0,0,0.0567,0.0252,0,0.1547,NA
"UCE-2335","One_class","Mixture",46,0.4792,7e-04,4e-04,11,0.0021,NA
"UCE-2349","One_class","Mixture",42,0.2838,0.547,0.1543,8,0.976,NA
"UCE-234","One_class","Mixture",12,0.1579,0.0141,0.0039,4,0.034,NA
"UCE-2344","One_class","Mixture",36,0.36,0.0177,0.0089,8,0.0568,NA
"UCE-2357","One_class","Mixture",4,0.087,0.0691,0.0206,1,0.2612,NA
"UCE-2366","One_class","Mixture",0,0,0.0063,0.0027,0,0.0164,NA
"UCE-2341","One_class","Mixture",18,0.1667,0.0364,0.0127,3,0.071,NA
"UCE-233","One_class","Mixture",46,0.4792,0.0139,0.0071,10,0.047,NA
"UCE-2345","One_class","Mixture",14,0.1207,0.0489,0.0131,2,0.0758,NA
"UCE-2371","One_class","Mixture",0,0,0.1301,0.0432,0,0.2808,NA
"UCE-2369","One_class","Mixture",0,0,0.0639,0.0229,0,0.1619,NA
"UCE-2379","One_class","Mixture",0,0,9e-04,2e-04,0,0.0015,NA
"UCE-235","One_class","Mixture",28,0.3415,0.0135,0.0067,7,0.0392,NA
"UCE-2380","One_class","Mixture",0,0,0.0767,0.0275,0,0.2186,NA
"UCE-2384","One_class","Mixture",0,0,0.0104,0.0035,0,0.0177,NA
"UCE-2353","One_class","Mixture",30,0.2586,0.1723,0.027,6,0.4905,NA
"UCE-2358","One_class","Mixture",44,0.3143,0.2756,0.1234,6,1.0422,NA
"UCE-2389","One_class","Mixture",0,0,0.0046,0.0015,0,0.0081,NA
"UCE-2385","One_class","Mixture",0,0,0.0204,0.0062,0,0.0473,NA
"UCE-2378","One_class","Mixture",106,0.6883,0.2813,0.0429,19,0.663,NA
"UCE-2367","One_class","Mixture",42,0.3559,0.0524,0.0117,11,0.0703,NA
"UCE-2356","One_class","Mixture",44,0.4889,0.0277,0.0093,10,0.1722,NA
"UCE-2361","One_class","Mixture",28,0.2456,0.067,0.0188,6,0.0943,NA
"UCE-2372","One_class","Mixture",42,0.5122,0.0077,0.0037,9,0.0176,NA
"UCE-238","One_class","Mixture",32,0.2759,0.0946,0.0313,8,0.2286,NA
"UCE-237","One_class","Mixture",24,0.2727,0.0437,0.0255,6,0.1441,NA
"UCE-2376","One_class","Mixture",28,0.25,0.0591,0.0134,4,0.1624,NA
"UCE-2370","One_class","Mixture",48,0.381,0.0585,0.0157,10,0.1057,NA
"UCE-2404","One_class","Mixture",46,0.4694,0.542,0.1703,10,1.0114,NA
"UCE-2418","One_class","Mixture",14,0.1489,0.0778,0.0176,4,0.233,NA
"UCE-2383","One_class","Mixture",20,0.1695,0.0109,0.0044,6,0.0251,NA
"UCE-239","One_class","Mixture",66,0.5077,0.1571,0.0391,15,0.2785,NA
"UCE-2396","One_class","Mixture",36,0.3673,0.0232,0.0089,9,0.0436,NA
"UCE-2392","One_class","Mixture",54,0.3068,1.1344,0.2019,11,2.7179,NA
"UCE-2419","One_class","Mixture",0,0,0.0339,0.0103,0,0.1108,NA
"UCE-2423","One_class","Mixture",4,0.1176,0.0636,0.0244,1,0.164,NA
"UCE-2387","One_class","Mixture",52,0.4333,0.2144,0.0323,12,0.4619,NA
"UCE-2395","One_class","Mixture",30,0.2778,0.0645,0.0175,7,0.1122,NA
"UCE-2406","One_class","Mixture",52,0.52,0.1236,0.0421,11,0.22,NA
"UCE-2397","One_class","Mixture",30,0.3,0.0554,0.0237,5,0.2361,NA
"UCE-241","One_class","Mixture",38,0.3958,0.1184,0.0222,5,0.3037,NA
"UCE-23","One_class","Mixture",52,0.65,0.0275,0.0094,13,0.1363,NA
"UCE-2393","One_class","Mixture",42,0.28,0.1119,0.0273,10,0.37,NA
"UCE-2409","One_class","Mixture",2,0.0256,0.0773,0.0146,1,0.1117,NA
"UCE-2427","One_class","Mixture",0,0,0.0695,0.0188,0,0.2416,NA
"UCE-2432","One_class","Mixture",0,0,0.0015,5e-04,0,0.0021,NA
"UCE-2421","One_class","Mixture",28,0.2857,0.0094,0.0058,6,0.0287,NA
"UCE-2439","One_class","Mixture",0,0,0.0016,5e-04,0,0.003,NA
"UCE-2433","One_class","Mixture",10,0.1724,0.5961,0.1503,2,1.6187,NA
"UCE-2422","One_class","Mixture",42,0.4038,0.0752,0.0172,8,0.1117,NA
"UCE-2400","One_class","Mixture",18,0.1636,0.0188,0.0065,4,0.0228,NA
"UCE-2438","One_class","Mixture",0,0,0.0585,0.0188,0,0.1079,NA
"UCE-2431","One_class","Mixture",32,0.3019,0.0223,0.0101,9,0.0544,NA
"UCE-2435","One_class","Mixture",34,0.4595,0.1154,0.024,8,0.1542,NA
"UCE-242","One_class","Mixture",42,0.4884,5e-04,2e-04,10,8e-04,NA
"UCE-2448","One_class","Mixture",0,0,0.1378,0.046,0,0.3684,NA
"UCE-2452","One_class","Mixture",0,0,0.1167,0.04,0,0.3575,NA
"UCE-2445","One_class","Mixture",10,0.0794,0.1776,0.0406,2,0.404,NA
"UCE-2437","One_class","Mixture",56,0.6222,0.0335,0.0099,13,0.0337,NA
"UCE-2462","One_class","Mixture",0,0,0.0014,4e-04,0,0.0039,NA
"UCE-243","One_class","Mixture",22,0.1964,0.0068,0.0046,6,0.0246,NA
"UCE-2444","One_class","Mixture",26,0.25,0.1211,0.0197,6,0.2917,NA
"UCE-2441","One_class","Mixture",46,0.4182,0.2299,0.0504,6,0.3468,NA
"UCE-2456","One_class","Mixture",72,0.5625,0.8235,0.1747,13,1.785,NA
"UCE-2450","One_class","Mixture",12,0.12,3e-04,1e-04,3,9e-04,NA
"UCE-2464","One_class","Mixture",60,0.566,1.3335,0.4029,10,5.1316,NA
"UCE-2451","One_class","Mixture",8,0.0952,0.015,0.003,2,0.0217,NA
"UCE-2446","One_class","Mixture",40,0.3226,0.0911,0.0339,10,0.0906,NA
"UCE-2474","One_class","Mixture",0,0,0.1027,0.0372,0,0.1833,NA
"UCE-245","One_class","Mixture",38,0.3958,0.0346,0.0102,8,0.0517,NA
"UCE-2475","One_class","Mixture",0,0,0.0403,0.0162,0,0.1282,NA
"UCE-2453","One_class","Mixture",22,0.1897,0.1323,0.0279,6,0.2143,NA
"UCE-2454","One_class","Mixture",36,0.383,2e-04,1e-04,8,8e-04,NA
"UCE-2465","One_class","Mixture",34,0.5312,0.0055,0.0036,8,0.0201,NA
"UCE-2482","One_class","Mixture",2,0.0667,0.0309,0.0082,1,0.0602,NA
"UCE-2471","One_class","Mixture",4,0.0426,5e-04,1e-04,1,0.0016,NA
"UCE-2472","One_class","Mixture",20,0.2,0.0182,0.0079,6,0.0399,NA
"UCE-2466","One_class","Mixture",60,0.5556,0.0463,0.0126,13,0.0912,NA
"UCE-2478","One_class","Mixture",18,0.1475,1.1265,0.5127,6,5.8372,NA
"UCE-2486","One_class","Mixture",40,0.4082,0.4393,0.0969,9,1.156,NA
"UCE-2498","One_class","Mixture",0,0,0.0131,0.0039,0,0.0189,NA
"UCE-2468","One_class","Mixture",52,0.6667,0.0742,0.0205,12,0.1166,NA
"UCE-2480","One_class","Mixture",42,0.4375,0.0465,0.0134,10,0.0769,NA
"UCE-24","One_class","Mixture",2,0.0588,0.0898,0.0247,1,0.2923,NA
"UCE-2487","One_class","Mixture",76,0.481,0.903,0.1836,11,1.4432,NA
"UCE-2488","One_class","Mixture",4,0.0465,6e-04,1e-04,1,0.0019,NA
"UCE-2489","One_class","Mixture",22,0.275,0.0113,0.0042,5,0.0248,NA
"UCE-2485","One_class","Mixture",42,0.4038,0.0203,0.0059,8,0.0577,NA
"UCE-248","One_class","Mixture",38,0.3276,0.0539,0.0157,6,0.0687,NA
"UCE-2476","One_class","Mixture",50,0.3731,0.0899,0.02,12,0.1204,NA
"UCE-246","One_class","Mixture",74,0.5286,0.0728,0.0156,16,0.2095,NA
"UCE-2508","One_class","Mixture",0,0,0.4887,0.1366,0,1.4931,NA
"UCE-2513","One_class","Mixture",0,0,0.0865,0.0287,0,0.1844,NA
"UCE-249","One_class","Mixture",54,0.4737,2e-04,0,13,8e-04,NA
"UCE-2504","One_class","Mixture",14,0.1556,0.0132,0.0028,3,0.0294,NA
"UCE-2503","One_class","Mixture",38,0.3455,0.1161,0.0198,8,0.2642,NA
"UCE-2510","One_class","Mixture",12,0.1395,0.0099,0.0064,4,0.0302,NA
"UCE-2525","One_class","Mixture",0,0,0.0457,0.0143,0,0.0837,NA
"UCE-2505","One_class","Mixture",54,0.5192,0.0097,0.0048,13,0.0268,NA
"UCE-2506","One_class","Mixture",24,0.2609,0.083,0.0197,7,0.1855,NA
"UCE-2502","One_class","Mixture",58,0.4531,0.0363,0.0104,13,0.0806,NA
"UCE-2507","One_class","Mixture",8,0.0784,0.0094,0.002,3,0.0245,NA
"UCE-2509","One_class","Mixture",22,0.1964,0.1017,0.0185,5,0.3424,NA
"UCE-252","One_class","Mixture",0,0,0.0035,0.001,0,0.0026,NA
"UCE-2511","One_class","Mixture",32,0.3019,0.1096,0.0213,5,0.1864,NA
"UCE-251","One_class","Mixture",4,0.0741,0.0101,0.0066,1,0.0253,NA
"UCE-2522","One_class","Mixture",22,0.1571,0.4999,0.1073,3,0.9441,NA
"UCE-2521","One_class","Mixture",58,0.5088,0.0451,0.0129,11,0.156,NA
"UCE-2515","One_class","Mixture",60,0.4478,0.033,0.0079,10,0.0635,NA
"UCE-2544","One_class","Mixture",0,0,0.0067,0.002,0,0.0081,NA
"UCE-2548","One_class","Mixture",0,0,0.1241,0.0545,0,0.2224,NA
"UCE-2551","One_class","Mixture",0,0,0.007,0.0025,0,0.0133,NA
"UCE-2516","One_class","Mixture",40,0.3448,0.0197,0.0057,9,0.0342,NA
"UCE-254","One_class","Mixture",10,0.125,0.0733,0.0241,2,0.213,NA
"UCE-2529","One_class","Mixture",28,0.2188,0.0835,0.0211,7,0.2745,NA
"UCE-2534","One_class","Mixture",18,0.2571,0,0,5,1e-04,NA
"UCE-2526","One_class","Mixture",44,0.3099,0.032,0.0082,9,0.0772,NA
"UCE-2533","One_class","Mixture",40,0.3571,0.8921,0.1701,8,1.6072,NA
"UCE-2546","One_class","Mixture",36,0.3396,0.578,0.1369,4,1.1451,NA
"UCE-2540","One_class","Mixture",6,0.0732,1e-04,0,2,3e-04,NA
"UCE-2560","One_class","Mixture",0,0,0.0389,0.0148,0,0.0922,NA
"UCE-253","One_class","Mixture",34,0.3542,0.0338,0.0097,9,0.097,NA
"UCE-2563","One_class","Mixture",0,0,0.0038,0.0011,0,0.0062,NA
"UCE-2550","One_class","Mixture",26,0.2653,0.0312,0.0089,8,0.061,NA
"UCE-2539","One_class","Mixture",62,0.5439,0.7073,0.2745,12,2.3207,NA
"UCE-2538","One_class","Mixture",26,0.2453,0.1011,0.0213,6,0.2296,NA
"UCE-2552","One_class","Mixture",12,0.1304,0.0171,0.0051,4,0.0468,NA
"UCE-2565","One_class","Mixture",0,0,0.0246,0.0097,0,0.0514,NA
"UCE-2569","One_class","Mixture",0,0,0.2068,0.0932,0,0.4239,NA
"UCE-2573","One_class","Mixture",0,0,0.0531,0.0184,0,0.0947,NA
"UCE-2545","One_class","Mixture",62,0.4627,0.123,0.0192,13,0.1897,NA
"UCE-2572","One_class","Mixture",4,0.1176,0.1436,0.0383,1,0.3039,NA
"UCE-2558","One_class","Mixture",38,0.3115,0.0226,0.0071,8,0.0515,NA
"UCE-2559","One_class","Mixture",14,0.14,0.0206,0.0057,3,0.0551,NA
"UCE-2561","One_class","Mixture",20,0.1887,0.0066,0.0011,6,0.0253,NA
"UCE-2576","One_class","Mixture",0,0,0.0331,0.0103,0,0.0697,NA
"UCE-2578","One_class","Mixture",0,0,0.0082,0.0023,0,0.015,NA
"UCE-255","One_class","Mixture",66,0.569,0.107,0.0188,12,0.2221,NA
"UCE-2579","One_class","Mixture",0,0,0.0934,0.0281,0,0.2462,NA
"UCE-2564","One_class","Mixture",22,0.2,0.0047,8e-04,5,0.0149,NA
"UCE-256","One_class","Mixture",72,0.4615,0.1846,0.0386,15,0.2902,NA
"UCE-2553","One_class","Mixture",60,0.6122,0.0028,8e-04,15,0.0058,NA
"UCE-2589","One_class","Mixture",0,0,0.1306,0.0481,0,0.2942,NA
"UCE-2575","One_class","Mixture",28,0.3256,0.0068,0.0014,9,0.0127,NA
"UCE-2594","One_class","Mixture",0,0,0.0228,0.0064,0,0.0222,NA
"UCE-2574","One_class","Mixture",80,0.6557,0.2127,0.0378,15,0.2703,NA
"UCE-2585","One_class","Mixture",32,0.4444,0.0353,0.0123,5,0.139,NA
"UCE-2595","One_class","Mixture",0,0,0.0017,5e-04,0,0.0024,NA
"UCE-258","One_class","Mixture",6,0.0769,0.0191,0.0066,2,0.0319,NA
"UCE-2598","One_class","Mixture",34,0.3269,0.2844,0.1325,8,0.6222,NA
"UCE-2577","One_class","Mixture",26,0.2321,0.1108,0.033,2,0.2503,NA
"UCE-2586","One_class","Mixture",30,0.2778,0.1047,0.0197,7,0.2835,NA
"UCE-257","One_class","Mixture",34,0.3148,0.0386,0.0076,9,0.0912,NA
"UCE-2606","One_class","Mixture",2,0.0714,0.5587,0.199,1,1.1226,NA
"UCE-2609","One_class","Mixture",0,0,0.0807,0.0289,0,0.2249,NA
"UCE-2591","One_class","Mixture",0,0,0.0639,0.0095,0,0.1857,NA
"UCE-2582","One_class","Mixture",30,0.2344,0.0739,0.0161,4,0.1642,NA
"UCE-2605","One_class","Mixture",2,0.0256,0.0071,0.0015,1,0.0273,NA
"UCE-2613","One_class","Mixture",0,0,0,0,0,0,NA
"UCE-2592","One_class","Mixture",44,0.4583,0.0626,0.0139,12,0.1137,NA
"UCE-2599","One_class","Mixture",44,0.3607,0.0327,0.0128,11,0.0818,NA
"UCE-2621","One_class","Mixture",2,0.0625,0.0481,0.0122,1,0.1144,NA
"UCE-25","One_class","Mixture",68,0.3864,0.3053,0.0541,11,0.4625,NA
"UCE-2612","One_class","Mixture",26,0.2766,0.0777,0.0195,7,0.2263,NA
"UCE-2625","One_class","Mixture",0,0,0.0022,6e-04,0,0.0024,NA
"UCE-2618","One_class","Mixture",38,0.475,0.0789,0.0222,9,0.2021,NA
"UCE-260","One_class","Mixture",40,0.3175,0.0331,0.0122,9,0.1348,NA
"UCE-2600","One_class","Mixture",60,0.4167,0.1107,0.0243,15,0.1959,NA
"UCE-261","One_class","Mixture",74,0.5692,1.0832,0.2309,15,2.2354,NA
"UCE-2637","One_class","Mixture",24,0.2857,0.0702,0.0153,5,0.1049,NA
"UCE-263","One_class","Mixture",0,0,0.015,0.0048,0,0.0218,NA
"UCE-2614","One_class","Mixture",48,0.4615,0.0561,0.0189,12,0.1594,NA
"UCE-2642","One_class","Mixture",0,0,0.1126,0.0421,0,0.3723,NA
"UCE-2623","One_class","Mixture",34,0.2833,0.0899,0.0197,6,0.2689,NA
"UCE-2638","One_class","Mixture",30,0.3261,0.043,0.0149,8,0.0413,NA
"UCE-2620","One_class","Mixture",8,0.0889,0.0342,0.0108,2,0.0372,NA
"UCE-2616","One_class","Mixture",22,0.2115,0.0977,0.0266,2,0.3416,NA
"UCE-2639","One_class","Mixture",34,0.3542,0.0523,0.0125,9,0.16,NA
"UCE-2646","One_class","Mixture",38,0.4043,0.6397,0.1238,8,1.2306,NA
"UCE-2611","One_class","Mixture",76,0.5938,0.074,0.0141,17,0.1195,NA
"UCE-2655","One_class","Mixture",0,0,0.0432,0.017,0,0.0896,NA
"UCE-2647","One_class","Mixture",0,0,0.0035,0.001,0,0.0057,NA
"UCE-2628","One_class","Mixture",38,0.4318,0.11,0.0236,8,0.2151,NA
"UCE-2619","One_class","Mixture",48,0.4,0.0761,0.0191,11,0.1187,NA
"UCE-2666","One_class","Mixture",0,0,0.1139,0.047,0,0.3322,NA
"UCE-2667","One_class","Mixture",0,0,0.0038,0.001,0,0.0078,NA
"UCE-2670","One_class","Mixture",0,0,0.0447,0.0117,0,0.0916,NA
"UCE-2681","One_class","Mixture",0,0,0.022,0.0081,0,0.0507,NA
"UCE-2674","One_class","Mixture",10,0.25,0.0028,8e-04,3,0.0041,NA
"UCE-2656","One_class","Mixture",60,0.3846,1.7992,1.5522,12,13.8538,NA
"UCE-2677","One_class","Mixture",6,0.1875,0.2693,0.0716,2,0.6601,NA
"UCE-264","One_class","Mixture",8,0.0769,0.0228,0.0035,2,0.0755,NA
"UCE-2684","One_class","Mixture",0,0,0.2326,0.069,0,0.7839,NA
"UCE-2688","One_class","Mixture",0,0,0.0314,0.0106,0,0.0569,NA
"UCE-2665","One_class","Mixture",26,0.2453,0.0087,0.0046,6,0.0258,NA
"UCE-2651","One_class","Mixture",70,0.5303,0.1668,0.0288,13,0.2634,NA
"UCE-266","One_class","Mixture",26,0.2364,0.1076,0.0164,6,0.2629,NA
"UCE-2662","One_class","Mixture",18,0.1452,0.013,0.0054,4,0.0334,NA
"UCE-2668","One_class","Mixture",46,0.4107,0.1224,0.0225,6,0.3274,NA
"UCE-2657","One_class","Mixture",40,0.3774,0.0502,0.0145,6,0.1484,NA
"UCE-2676","One_class","Mixture",20,0.2083,0.0709,0.0177,4,0.1453,NA
"UCE-2671","One_class","Mixture",18,0.1636,0.0786,0.0259,5,0.1684,NA
"UCE-2692","One_class","Mixture",0,0,0.0584,0.0205,0,0.1305,NA
"UCE-2687","One_class","Mixture",32,0.3265,0.5765,0.0779,6,1.1706,NA
"UCE-2693","One_class","Mixture",0,0,0.1294,0.0437,0,0.3201,NA
"UCE-2678","One_class","Mixture",48,0.4211,0.0412,0.0107,9,0.0757,NA
"UCE-2699","One_class","Mixture",0,0,0.0056,0.002,0,0.016,NA
"UCE-2682","One_class","Mixture",78,0.629,0.2917,0.0573,12,0.2539,NA
"UCE-2701","One_class","Mixture",0,0,0.0215,0.0102,0,0.0438,NA
"UCE-269","One_class","Mixture",0,0,0.0128,0.0037,0,0.0333,NA
"UCE-2700","One_class","Mixture",38,0.5135,2.2378,0.452,9,4.9614,NA
"UCE-2710","One_class","Mixture",0,0,0.0052,0.0014,0,0.0055,NA
"UCE-2713","One_class","Mixture",0,0,0.0033,0.001,0,0.0045,NA
"UCE-2703","One_class","Mixture",0,0,9e-04,4e-04,0,0.0025,NA
"UCE-2715","One_class","Mixture",0,0,0.0825,0.0317,0,0.1726,NA
"UCE-2718","One_class","Mixture",0,0,0.0257,0.0078,0,0.0501,NA
"UCE-2714","One_class","Mixture",0,0,0.1758,0.0727,0,0.4785,NA
"UCE-268","One_class","Mixture",82,0.6508,0.1388,0.0495,16,0.4388,NA
"UCE-2697","One_class","Mixture",44,0.2973,0.5271,0.0811,9,1.0372,NA
"UCE-2728","One_class","Mixture",0,0,1.4868,0.4153,0,3.9941,NA
"UCE-2729","One_class","Mixture",2,0.0625,0.1053,0.0279,1,0.2379,NA
"UCE-2698","One_class","Mixture",8,0.0635,7e-04,1e-04,3,0.0019,NA
"UCE-2690","One_class","Mixture",48,0.381,0.0517,0.015,11,0.1842,NA
"UCE-2708","One_class","Mixture",32,0.4571,0.019,0.0088,7,0.0486,NA
"UCE-2694","One_class","Mixture",34,0.2698,0.0167,0.003,8,0.0486,NA
"UCE-2707","One_class","Mixture",26,0.2708,0.0019,4e-04,8,0.0033,NA
"UCE-2716","One_class","Mixture",32,0.3333,0.1625,0.0276,8,0.2992,NA
"UCE-2719","One_class","Mixture",30,0.4054,0.1249,0.1144,6,0.7054,NA
"UCE-2753","One_class","Mixture",0,0,0.3417,0.1179,0,0.6881,NA
"UCE-2732","One_class","Mixture",26,0.3095,0.0084,0.0054,6,0.0253,NA
"UCE-2739","One_class","Mixture",46,0.6389,0.0563,0.0175,10,0.1375,NA
"UCE-2762","One_class","Mixture",0,0,0.0499,0.0182,0,0.0959,NA
"UCE-2731","One_class","Mixture",70,0.6481,0.2683,0.0447,15,0.3786,NA
"UCE-274","One_class","Mixture",16,0.1404,0.2112,0.0538,1,0.2444,NA
