"Locus_name","tree_1","tree_2","RF_distance","nRF_distance","wRF_distance","KF_distance","SPR_distance","path_distance","geodesic_distance"
"UCE-2746","One_class","Mixture",0,0,0.081,0.0356,0,0.1884,NA
"UCE-2735","One_class","Mixture",74,0.4744,0.6154,0.1266,12,1.0799,NA
"UCE-2768","One_class","Mixture",2,0.0909,0.154,0.0531,1,0.3526,NA
"UCE-2755","One_class","Mixture",26,0.1912,1.0629,0.5067,6,4.4522,NA
"UCE-2757","One_class","Mixture",20,0.1923,0.4433,0.1074,4,1.2112,NA
"UCE-2758","One_class","Mixture",10,0.0667,0.0141,0.0048,3,0.0323,NA
"UCE-2769","One_class","Mixture",2,0.0588,1.4837,0.8824,1,4.808,NA
"UCE-2770","One_class","Mixture",10,0.2941,1.6222,0.4533,3,5.1082,NA
"UCE-2773","One_class","Mixture",0,0,0.086,0.0305,0,0.2375,NA
"UCE-2767","One_class","Mixture",44,0.3333,0.2943,0.0779,10,0.6424,NA
"UCE-2778","One_class","Mixture",4,0.1176,0.2344,0.0798,1,0.5372,NA
"UCE-2775","One_class","Mixture",26,0.2766,0.413,0.0947,7,0.9841,NA
"UCE-276","One_class","Mixture",82,0.6308,1.1774,0.2458,15,2.8576,NA
"UCE-2774","One_class","Mixture",70,0.6604,3.0198,0.4815,13,4.0713,NA
"UCE-2771","One_class","Mixture",24,0.2069,0.0619,0.0125,6,0.0776,NA
"UCE-2781","One_class","Mixture",32,0.3721,0.1383,0.0735,8,0.655,NA
"UCE-2780","One_class","Mixture",34,0.2881,1.0888,0.2681,6,2.423,NA
"UCE-2782","One_class","Mixture",24,0.2308,0.5125,0.1354,7,1.2499,NA
"UCE-278","One_class","Mixture",0,0,0.0987,0.036,0,0.1968,NA
"UCE-277","One_class","Mixture",66,0.44,1.5955,0.4786,10,3.8915,NA
"UCE-2789","One_class","Mixture",0,0,0.0115,0.0031,0,0.0168,NA
"UCE-2772","One_class","Mixture",26,0.2955,1e-04,0,5,1e-04,NA
"UCE-2785","One_class","Mixture",56,0.4828,1.8161,0.3621,11,4.0193,NA
"UCE-2799","One_class","Mixture",0,0,0.0381,0.0145,0,0.0486,NA
"UCE-2784","One_class","Mixture",2,0.0278,0.0064,0.0044,1,0.0192,NA
"UCE-2788","One_class","Mixture",56,0.4828,0.7969,0.1554,11,1.5641,NA
"UCE-2794","One_class","Mixture",24,0.3,1.5464,0.3598,5,2.9916,NA
"UCE-279","One_class","Mixture",0,0,0.0015,4e-04,0,0.0017,NA
"UCE-2797","One_class","Mixture",6,0.0769,0.2186,0.0599,2,1.0365,NA
"UCE-2800","One_class","Mixture",0,0,0.0065,0.0021,0,0.0076,NA
"UCE-2796","One_class","Mixture",64,0.5333,1.2608,0.2003,12,2.171,NA
"UCE-2809","One_class","Mixture",0,0,0.0933,0.044,0,0.2864,NA
"UCE-280","One_class","Mixture",4,0.125,0.0395,0.0134,1,0.0752,NA
"UCE-2802","One_class","Mixture",34,0.3469,0.9239,0.2093,3,1.4602,NA
"UCE-27","One_class","Mixture",80,0.6061,1.6444,0.3335,15,4.6143,NA
"UCE-2811","One_class","Mixture",0,0,0.049,0.0136,0,0.048,NA
"UCE-2801","One_class","Mixture",0,0,0.0259,0.0041,0,0.0584,NA
"UCE-2795","One_class","Mixture",74,0.4805,1.3171,0.2057,12,2.7713,NA
"UCE-2815","One_class","Mixture",4,0.1176,0.5597,0.1835,1,1.9427,NA
"UCE-2790","One_class","Mixture",14,0.1346,0.0016,0.001,3,0.0054,NA
"UCE-2810","One_class","Mixture",38,0.322,0.2615,0.0677,11,0.5922,NA
"UCE-2823","One_class","Mixture",0,0,0.004,0.0011,0,0.0032,NA
"UCE-2814","One_class","Mixture",22,0.275,0.6925,0.1479,7,1.084,NA
"UCE-2817","One_class","Mixture",0,0,0.0109,0.0029,0,0.0337,NA
"UCE-2825","One_class","Mixture",0,0,0.044,0.0128,0,0.1371,NA
"UCE-2812","One_class","Mixture",30,0.2632,3.8568,1.9085,7,15.859,NA
"UCE-2827","One_class","Mixture",4,0.2857,1.1946,0.3598,1,0.8184,NA
"UCE-2834","One_class","Mixture",0,0,0.2133,0.0881,0,0.5338,NA
"UCE-2831","One_class","Mixture",4,0.0417,0.0476,0.0108,2,0.127,NA
"UCE-2816","One_class","Mixture",14,0.1296,0.2086,0.0478,4,0.3745,NA
"UCE-2839","One_class","Mixture",0,0,0.0901,0.0342,0,0.1508,NA
"UCE-2835","One_class","Mixture",2,0.027,0.3909,0.0958,1,1.5701,NA
"UCE-2828","One_class","Mixture",40,0.3774,1.2956,0.2468,7,3.3734,NA
"UCE-2840","One_class","Mixture",0,0,0.168,0.0698,0,0.4647,NA
"UCE-2833","One_class","Mixture",10,0.1282,0.3158,0.0747,3,1.1207,NA
"UCE-2846","One_class","Mixture",0,0,0.0514,0.0137,0,0.1174,NA
"UCE-2844","One_class","Mixture",52,0.5532,1.2993,0.2492,8,2.8776,NA
"UCE-2847","One_class","Mixture",10,0.122,0.1677,0.0393,3,0.8556,NA
"UCE-2841","One_class","Mixture",72,0.6,2.6085,0.3776,14,7.2745,NA
"UCE-2849","One_class","Mixture",30,0.3061,1.2869,0.312,4,2.1624,NA
"UCE-2843","One_class","Mixture",6,0.0638,0.3261,0.0598,2,1.3129,NA
"UCE-2856","One_class","Mixture",6,0.0536,0.1031,0.0213,3,0.2673,NA
"UCE-2818","One_class","Mixture",22,0.1897,1.459,0.5861,5,2.4006,NA
"UCE-2857","One_class","Mixture",16,0.1633,0.3885,0.0927,5,1.4197,NA
"UCE-2853","One_class","Mixture",10,0.1923,0.044,0.0111,4,0.0653,NA
"UCE-2851","One_class","Mixture",28,0.2692,0.8731,0.1669,6,2.1134,NA
"UCE-2865","One_class","Mixture",0,0,0.2451,0.0461,0,0.6198,NA
"UCE-2861","One_class","Mixture",12,0.1132,0.1155,0.0288,3,0.3786,NA
"UCE-285","One_class","Mixture",48,0.3871,1.1682,0.2211,8,2.0558,NA
"UCE-2869","One_class","Mixture",26,0.3023,0.5103,0.0998,4,1.0969,NA
"UCE-2858","One_class","Mixture",8,0.0833,0.0156,0.0037,3,0.0253,NA
"UCE-2877","One_class","Mixture",0,0,0.0013,4e-04,0,0.002,NA
"UCE-286","One_class","Mixture",80,0.6557,3.6045,0.5848,14,6.7226,NA
"UCE-2878","One_class","Mixture",0,0,0.1117,0.0296,0,0.2459,NA
"UCE-2866","One_class","Mixture",48,0.4528,1.7605,0.4028,11,1.9711,NA
"UCE-2882","One_class","Mixture",6,0.2727,1.3354,0.4033,2,2.0541,NA
"UCE-287","One_class","Mixture",0,0,0.0147,0.0042,0,0.0249,NA
"UCE-2879","One_class","Mixture",18,0.2,0.2566,0.0891,3,0.9301,NA
"UCE-2870","One_class","Mixture",72,0.6207,1.1361,0.191,14,2.3937,NA
"UCE-2874","One_class","Mixture",68,0.5075,0.8333,0.1223,15,1.2515,NA
"UCE-2888","One_class","Mixture",14,0.1321,0.0691,0.0243,5,0.1413,NA
"UCE-2889","One_class","Mixture",2,0.0667,0.0487,0.0181,1,0.1728,NA
"UCE-2875","One_class","Mixture",38,0.2603,0.5931,0.1538,7,1.1618,NA
"UCE-2890","One_class","Mixture",2,0.0769,0.2574,0.0952,1,0.6525,NA
"UCE-2886","One_class","Mixture",2,0.0244,0.1309,0.0306,1,0.4241,NA
"UCE-2905","One_class","Mixture",0,0,0.0252,0.008,0,0.0377,NA
"UCE-2893","One_class","Mixture",66,0.541,0.584,0.1121,15,1.055,NA
"UCE-2901","One_class","Mixture",0,0,0.1014,0.0311,0,0.1613,NA
"UCE-2892","One_class","Mixture",24,0.2667,0.1007,0.0189,6,0.2125,NA
"UCE-2897","One_class","Mixture",50,0.4386,0.6379,0.1595,12,2.2243,NA
"UCE-2895","One_class","Mixture",38,0.3585,0.5971,0.1872,7,2.225,NA
"UCE-288","One_class","Mixture",38,0.2533,0.2732,0.085,9,1.2398,NA
"UCE-2903","One_class","Mixture",92,0.697,1.9253,0.4369,20,5.4413,NA
"UCE-2910","One_class","Mixture",4,0.1538,0.8656,0.2591,1,2.0163,NA
"UCE-2920","One_class","Mixture",0,0,0.0693,0.0342,0,0.1404,NA
"UCE-2909","One_class","Mixture",30,0.2419,0.2474,0.0572,6,0.574,NA
"UCE-2908","One_class","Mixture",6,0.0698,0.0652,0.014,2,0.1767,NA
"UCE-2907","One_class","Mixture",58,0.4531,0.8506,0.2006,10,1.6132,NA
"UCE-2899","One_class","Mixture",32,0.2105,0.248,0.0732,6,0.6174,NA
"UCE-290","One_class","Mixture",50,0.4464,0.9723,0.176,8,2.0243,NA
"UCE-2915","One_class","Mixture",80,0.5882,1.0142,0.1915,13,1.6438,NA
"UCE-2911","One_class","Mixture",32,0.3137,1.4463,0.5463,8,3.5495,NA
"UCE-2917","One_class","Mixture",24,0.2449,0.4086,0.0691,5,0.8284,NA
"UCE-2887","One_class","Mixture",4,0.0339,0.0033,0.0022,1,0.0121,NA
"UCE-291","One_class","Mixture",40,0.4651,0.7157,0.1813,8,1.6273,NA
"UCE-2923","One_class","Mixture",16,0.1311,0.2843,0.049,5,0.7786,NA
"UCE-2927","One_class","Mixture",16,0.1702,0.0736,0.0274,4,0.3065,NA
"UCE-2924","One_class","Mixture",28,0.2333,0.2628,0.0502,8,0.6736,NA
"UCE-2921","One_class","Mixture",8,0.0909,0.131,0.0295,3,0.3319,NA
"UCE-2925","One_class","Mixture",54,0.45,0.3201,0.0754,10,0.8821,NA
"UCE-2928","One_class","Mixture",18,0.1875,0.0293,0.0078,6,0.0589,NA
"UCE-2932","One_class","Mixture",8,0.2353,0.0816,0.0262,2,0.1075,NA
"UCE-2938","One_class","Mixture",2,0.0588,0.2106,0.0568,1,0.6568,NA
"UCE-292","One_class","Mixture",82,0.6508,0.2653,0.048,12,0.5949,NA
"UCE-2933","One_class","Mixture",46,0.4423,2.4693,0.4949,7,4.1242,NA
"UCE-2936","One_class","Mixture",16,0.1951,1.2638,0.2299,4,1.8299,NA
"UCE-2940","One_class","Mixture",64,0.5161,0.5769,0.1093,9,0.8894,NA
"UCE-2941","One_class","Mixture",50,0.4167,1.0051,0.3143,14,2.3431,NA
"UCE-2937","One_class","Mixture",24,0.2182,0.204,0.0681,4,0.7236,NA
"UCE-2952","One_class","Mixture",36,0.3462,0.4496,0.0994,6,0.9523,NA
"UCE-2939","One_class","Mixture",10,0.1,0.3234,0.0554,4,1.1548,NA
"UCE-2943","One_class","Mixture",56,0.5091,0.642,0.1981,15,1.6576,NA
"UCE-2960","One_class","Mixture",0,0,0.0196,0.007,0,0.0408,NA
"UCE-294","One_class","Mixture",74,0.5968,0.5279,0.0914,14,0.7713,NA
"UCE-2959","One_class","Mixture",0,0,0.163,0.0671,0,0.3627,NA
"UCE-2966","One_class","Mixture",0,0,0.1264,0.0467,0,0.3725,NA
"UCE-2968","One_class","Mixture",0,0,0.1364,0.0447,0,0.264,NA
"UCE-2955","One_class","Mixture",14,0.1346,0.1051,0.0366,4,0.2643,NA
"UCE-2954","One_class","Mixture",8,0.0851,0.009,0.0021,3,0.0172,NA
"UCE-2970","One_class","Mixture",4,0.0571,0.0832,0.0207,2,0.1347,NA
"UCE-2958","One_class","Mixture",6,0.0411,0.1179,0.0268,2,0.2072,NA
"UCE-2962","One_class","Mixture",16,0.1481,0.114,0.035,4,0.4507,NA
"UCE-2965","One_class","Mixture",2,0.0263,0.0625,0.0181,1,0.1433,NA
"UCE-2969","One_class","Mixture",22,0.2245,0.4844,0.1513,4,0.8701,NA
"UCE-2964","One_class","Mixture",8,0.087,0.2847,0.0647,2,0.76,NA
"UCE-2975","One_class","Mixture",40,0.4348,1.7363,0.3442,9,3.4,NA
"UCE-2992","One_class","Mixture",2,0.1111,0.4655,0.1997,1,1.1823,NA
"UCE-2963","One_class","Mixture",10,0.122,0.0463,0.0128,4,0.1281,NA
"UCE-2971","One_class","Mixture",38,0.3333,0.8769,0.1562,9,1.9996,NA
"UCE-2973","One_class","Mixture",34,0.3148,1.6463,0.2582,8,5.1863,NA
"UCE-2980","One_class","Mixture",50,0.4386,2.5328,0.4094,10,6.9555,NA
"UCE-2987","One_class","Mixture",42,0.42,0.4615,0.1019,6,0.9962,NA
"UCE-2995","One_class","Mixture",4,0.1176,0.0324,0.0079,1,0.0499,NA
"UCE-298","One_class","Mixture",72,0.5455,0.2188,0.041,14,0.4932,NA
"UCE-2981","One_class","Mixture",46,0.4423,1.0684,0.2402,9,1.4721,NA
"UCE-297","One_class","Mixture",30,0.2206,0.3007,0.107,6,0.6763,NA
"UCE-2978","One_class","Mixture",66,0.5238,1.9355,0.3396,13,3.1882,NA
"UCE-2997","One_class","Mixture",6,0.2,0.5118,0.1256,1,1.3031,NA
"UCE-2991","One_class","Mixture",24,0.2449,0.392,0.1013,6,0.6567,NA
"UCE-2999","One_class","Mixture",2,0.0625,0.0323,0.011,1,0.04,NA
"UCE-2994","One_class","Mixture",28,0.3182,1.8072,0.4672,5,3.6582,NA
"UCE-3000","One_class","Mixture",0,0,0.0467,0.0201,0,0.0896,NA
"UCE-299","One_class","Mixture",32,0.3636,0.3022,0.0871,8,0.4657,NA
"UCE-29","One_class","Mixture",0,0,1e-04,0,0,4e-04,NA
"UCE-2998","One_class","Mixture",38,0.3167,0.1628,0.0415,7,0.5699,NA
"UCE-2","One_class","Mixture",40,0.3448,0.455,0.1168,8,0.7793,NA
"UCE-3009","One_class","Mixture",0,0,0.0721,0.022,0,0.2148,NA
"UCE-3004","One_class","Mixture",34,0.4595,1.0342,0.2425,6,2.1854,NA
"UCE-3003","One_class","Mixture",6,0.0769,0.056,0.012,2,0.159,NA
"UCE-300","One_class","Mixture",40,0.4545,0.3914,0.0846,7,0.7343,NA
"UCE-3008","One_class","Mixture",86,0.6232,0.8965,0.1388,18,1.4377,NA
"UCE-3010","One_class","Mixture",46,0.3651,0.7024,0.1895,8,1.7812,NA
"UCE-3026","One_class","Mixture",0,0,0.0397,0.0158,0,0.0674,NA
"UCE-3016","One_class","Mixture",48,0.48,2.6295,0.4747,13,5.5811,NA
"UCE-3018","One_class","Mixture",50,0.4717,1.8219,0.4065,5,3.8099,NA
"UCE-3014","One_class","Mixture",14,0.1458,0.4592,0.1179,3,1.2039,NA
"UCE-3025","One_class","Mixture",40,0.4,0.4696,0.0865,10,0.9357,NA
"UCE-3031","One_class","Mixture",0,0,0.0095,0.0036,0,0.0174,NA
"UCE-3020","One_class","Mixture",16,0.1429,0.0184,0.012,5,0.0635,NA
"UCE-3027","One_class","Mixture",56,0.4,0.5722,0.1339,12,0.9449,NA
"UCE-3044","One_class","Mixture",0,0,0.0033,9e-04,0,0.007,NA
"UCE-3028","One_class","Mixture",32,0.3636,0.4798,0.1139,8,0.986,NA
"UCE-3036","One_class","Mixture",0,0,1.0118,0.3723,0,2.2325,NA
"UCE-301","One_class","Mixture",84,0.6269,0.7291,0.1613,18,1.2295,NA
"UCE-3024","One_class","Mixture",40,0.3448,0.0113,0.0055,10,0.0424,NA
"UCE-3032","One_class","Mixture",36,0.3273,0.3259,0.1362,7,1.2123,NA
"UCE-3043","One_class","Mixture",0,0,0.1863,0.0574,0,0.435,NA
"UCE-3039","One_class","Mixture",2,0.0417,0.0045,0.0011,1,0.0093,NA
"UCE-3053","One_class","Mixture",0,0,0.0927,0.0314,0,0.1896,NA
"UCE-3033","One_class","Mixture",2,0.0286,0.0323,0.0093,1,0.0616,NA
"UCE-3054","One_class","Mixture",12,0.12,0.1161,0.0342,3,0.2027,NA
"UCE-3059","One_class","Mixture",0,0,0.0042,0.0014,0,0.0065,NA
"UCE-3057","One_class","Mixture",14,0.1707,0.3196,0.0641,5,0.9236,NA
"UCE-3051","One_class","Mixture",48,0.3871,2.3262,0.508,7,3.0288,NA
"UCE-3046","One_class","Mixture",58,0.4462,0.4783,0.1198,14,0.9487,NA
"UCE-3055","One_class","Mixture",46,0.3966,0.6075,0.1422,7,1.3568,NA
"UCE-305","One_class","Mixture",18,0.1957,0.1962,0.0468,3,0.1872,NA
"UCE-3049","One_class","Mixture",42,0.3621,0.7435,0.1747,7,1.2648,NA
"UCE-3067","One_class","Mixture",0,0,0.185,0.1004,0,0.5285,NA
"UCE-3072","One_class","Mixture",0,0,0.1288,0.0469,0,0.3005,NA
"UCE-3058","One_class","Mixture",38,0.413,0.5101,0.1018,9,1.2854,NA
"UCE-3069","One_class","Mixture",42,0.4118,0.889,0.1762,9,1.3837,NA
"UCE-3071","One_class","Mixture",26,0.26,0.3059,0.0573,7,0.5756,NA
"UCE-3068","One_class","Mixture",20,0.2381,0.0736,0.0388,6,0.3079,NA
"UCE-3062","One_class","Mixture",26,0.3514,1.261,0.2988,4,2.6524,NA
"UCE-3061","One_class","Mixture",6,0.0545,0.0377,0.0081,3,0.0788,NA
"UCE-3060","One_class","Mixture",50,0.4032,1.1355,0.2847,10,1.4304,NA
"UCE-3065","One_class","Mixture",24,0.1765,0.7908,0.2362,5,0.9105,NA
"UCE-3070","One_class","Mixture",26,0.2407,0.4721,0.1507,5,1.2413,NA
"UCE-3079","One_class","Mixture",6,0.1875,0.2504,0.076,1,0.5264,NA
"UCE-3083","One_class","Mixture",0,0,0.0167,0.0043,0,0.03,NA
"UCE-3078","One_class","Mixture",12,0.0938,0.0152,0.0026,3,0.0526,NA
"UCE-3081","One_class","Mixture",10,0.1667,0.0072,0.0019,3,0.0167,NA
"UCE-3077","One_class","Mixture",38,0.3115,0.6373,0.1536,11,1.3452,NA
"UCE-3074","One_class","Mixture",64,0.5246,0.7752,0.1229,11,1.7359,NA
"UCE-3082","One_class","Mixture",4,0.0357,0.0803,0.0203,1,0.214,NA
"UCE-3085","One_class","Mixture",18,0.1837,0.1642,0.0446,6,0.3952,NA
"UCE-3095","One_class","Mixture",0,0,0.0363,0.014,0,0.0696,NA
"UCE-3092","One_class","Mixture",42,0.4565,0.6816,0.1284,7,1.1542,NA
"UCE-3084","One_class","Mixture",58,0.4603,1.1512,0.2376,12,2.5199,NA
"UCE-309","One_class","Mixture",0,0,0.1221,0.0369,0,0.3784,NA
"UCE-308","One_class","Mixture",64,0.5,0.7939,0.1945,14,1.4616,NA
"UCE-3097","One_class","Mixture",54,0.5294,0.4351,0.1284,9,0.7618,NA
"UCE-3101","One_class","Mixture",2,0.0625,0.0833,0.0297,1,0.2227,NA
"UCE-3099","One_class","Mixture",58,0.5918,1.9292,0.4688,10,3.0155,NA
"UCE-3100","One_class","Mixture",16,0.16,0.0652,0.0142,4,0.2259,NA
"UCE-3096","One_class","Mixture",58,0.4203,0.2363,0.0715,13,0.5757,NA
"UCE-3104","One_class","Mixture",32,0.3137,0.9097,0.2551,7,2.7465,NA
"UCE-3116","One_class","Mixture",0,0,0.1113,0.0451,0,0.2147,NA
"UCE-3089","One_class","Mixture",18,0.1286,0.5347,0.1262,5,1.5352,NA
"UCE-3115","One_class","Mixture",4,0.1176,0.1931,0.0615,1,0.5655,NA
"UCE-3121","One_class","Mixture",0,0,0.1199,0.0381,0,0.2949,NA
"UCE-3110","One_class","Mixture",80,0.6154,1.5363,0.2459,15,3.5267,NA
"UCE-3105","One_class","Mixture",0,0,0.0087,0.0032,0,0.0213,NA
"UCE-3117","One_class","Mixture",8,0.0889,0.7395,0.1829,4,1.8089,NA
"UCE-3131","One_class","Mixture",8,0.3333,1.6144,0.4526,2,2.6957,NA
"UCE-3113","One_class","Mixture",46,0.5,2.9031,0.5342,12,4.229,NA
"UCE-3106","One_class","Mixture",14,0.1186,0.1859,0.0339,4,0.5037,NA
"UCE-3122","One_class","Mixture",54,0.5745,1.3225,0.2906,10,1.796,NA
"UCE-3126","One_class","Mixture",10,0.1042,0.1971,0.0464,3,0.5867,NA
"UCE-3138","One_class","Mixture",38,0.475,0.3246,0.0888,8,1.7134,NA
"UCE-3141","One_class","Mixture",0,0,0.2826,0.1089,0,0.6351,NA
"UCE-3129","One_class","Mixture",16,0.1212,0.0565,0.0156,4,0.1651,NA
"UCE-3139","One_class","Mixture",14,0.1077,0.3132,0.0847,4,1.8661,NA
"UCE-3137","One_class","Mixture",24,0.2105,0.191,0.05,4,0.3891,NA
"UCE-3130","One_class","Mixture",28,0.2258,1.6289,0.3755,4,3.035,NA
"UCE-3135","One_class","Mixture",18,0.1607,0.2043,0.0491,3,0.3202,NA
"UCE-3150","One_class","Mixture",60,0.5769,0.6991,0.1627,11,1.2396,NA
"UCE-3154","One_class","Mixture",32,0.2667,0.4744,0.153,7,1.1155,NA
"UCE-3114","One_class","Mixture",76,0.5135,0.4677,0.1039,14,1.6992,NA
"UCE-314","One_class","Mixture",54,0.3176,0.4624,0.1179,10,2.1737,NA
"UCE-3134","One_class","Mixture",36,0.2432,0.283,0.0463,9,0.5602,NA
"UCE-3157","One_class","Mixture",12,0.1579,0.0124,0.0025,3,0.0255,NA
"UCE-3163","One_class","Mixture",10,0.4167,1.4207,0.4296,2,1.4612,NA
"UCE-3158","One_class","Mixture",0,0,0.18,0.0564,0,0.4779,NA
"UCE-3167","One_class","Mixture",18,0.3333,0.3035,0.1088,4,0.2824,NA
"UCE-3166","One_class","Mixture",0,0,0.0207,0.0055,0,0.0239,NA
"UCE-3156","One_class","Mixture",26,0.3514,0.8605,0.2077,6,1.9172,NA
"UCE-3159","One_class","Mixture",22,0.2,0.8879,0.2587,6,2.4578,NA
"UCE-3161","One_class","Mixture",32,0.3019,0.1321,0.036,9,0.4016,NA
"UCE-3169","One_class","Mixture",0,0,0.037,0.0108,0,0.078,NA
"UCE-3160","One_class","Mixture",0,0,0.0292,0.0075,0,0.0732,NA
"UCE-3180","One_class","Mixture",0,0,0.0052,0.0019,0,0.0091,NA
"UCE-3183","One_class","Mixture",0,0,0.2184,0.08,0,0.5572,NA
"UCE-3170","One_class","Mixture",0,0,0.1868,0.069,0,0.6612,NA
"UCE-3181","One_class","Mixture",6,0.1765,0.8805,0.3023,2,2.7814,NA
"UCE-317","One_class","Mixture",42,0.4565,0.3594,0.0737,8,1.0365,NA
"UCE-3178","One_class","Mixture",0,0,0.1281,0.0405,0,0.5073,NA
"UCE-3177","One_class","Mixture",42,0.5526,1.2287,0.3596,7,1.9382,NA
"UCE-3179","One_class","Mixture",20,0.1667,0.1494,0.0305,6,0.4409,NA
"UCE-3187","One_class","Mixture",10,0.1389,0.3892,0.1052,2,0.7773,NA
"UCE-3194","One_class","Mixture",0,0,0.0043,0.001,0,0.013,NA
"UCE-3186","One_class","Mixture",2,0.0189,0.0184,0.0115,1,0.0606,NA
"UCE-3199","One_class","Mixture",32,0.4571,0.7812,0.1675,7,2.2032,NA
"UCE-319","One_class","Mixture",0,0,0.0311,0.0097,0,0.0929,NA
"UCE-3193","One_class","Mixture",30,0.2727,0.3809,0.1525,8,0.9583,NA
"UCE-3196","One_class","Mixture",34,0.2742,1.0958,0.2546,8,2.8332,NA
"UCE-3188","One_class","Mixture",38,0.2879,0.3449,0.0671,9,0.9419,NA
"UCE-3191","One_class","Mixture",22,0.1719,0.2593,0.0641,7,0.6032,NA
"UCE-3198","One_class","Mixture",8,0.0755,0.0221,0.004,3,0.0566,NA
"UCE-3200","One_class","Mixture",4,0.1176,0.253,0.0813,1,0.6935,NA
"UCE-318","One_class","Mixture",80,0.4545,0.622,0.1045,15,1.6211,NA
"UCE-3212","One_class","Mixture",0,0,0.2712,0.095,0,0.7507,NA
"UCE-320","One_class","Mixture",0,0,0.1173,0.03,0,0.3292,NA
"UCE-3208","One_class","Mixture",60,0.5769,0.6046,0.1503,14,1.6796,NA
"UCE-3211","One_class","Mixture",0,0,0.6092,0.18,0,2.1165,NA
"UCE-3215","One_class","Mixture",0,0,0.2813,0.0879,0,0.9384,NA
"UCE-3202","One_class","Mixture",42,0.3962,0.3607,0.0777,12,1.1473,NA
"UCE-3222","One_class","Mixture",6,0.2,0.0816,0.0234,1,0.1483,NA
"UCE-3223","One_class","Mixture",0,0,0.054,0.0358,0,0.1585,NA
"UCE-3213","One_class","Mixture",4,0.1176,0.5814,0.2207,1,1.6074,NA
"UCE-3217","One_class","Mixture",36,0.2727,0.3851,0.0965,7,0.974,NA
"UCE-3224","One_class","Mixture",72,0.6316,0.7887,0.1789,13,1.6422,NA
"UCE-3228","One_class","Mixture",36,0.3214,1.0546,0.4002,10,7.7927,NA
"UCE-3239","One_class","Mixture",0,0,0.0031,9e-04,0,0.0068,NA
"UCE-3231","One_class","Mixture",36,0.3462,0.6636,0.1336,6,1.6745,NA
"UCE-3235","One_class","Mixture",42,0.4468,1.4991,0.3538,10,5.3238,NA
"UCE-3237","One_class","Mixture",6,0.1364,0.362,0.1036,3,0.6236,NA
"UCE-3241","One_class","Mixture",0,0,0.0469,0.0148,0,0.1211,NA
"UCE-3233","One_class","Mixture",48,0.3478,1.5431,0.4077,8,3.5463,NA
"UCE-3225","One_class","Mixture",36,0.2368,0.3657,0.0801,10,1.4238,NA
"UCE-3234","One_class","Mixture",14,0.1077,0.0177,0.0045,5,0.0335,NA
"UCE-3250","One_class","Mixture",2,0.125,0.3099,0.1032,1,0.3635,NA
"UCE-3246","One_class","Mixture",22,0.2245,0.1359,0.0287,6,0.3881,NA
"UCE-3238","One_class","Mixture",28,0.2545,0.0784,0.0426,7,0.317,NA
"UCE-3247","One_class","Mixture",26,0.2826,0.8839,0.2339,7,2.1793,NA
"UCE-3248","One_class","Mixture",6,0.0682,0.1982,0.0357,2,0.4535,NA
"UCE-323","One_class","Mixture",66,0.55,0.8389,0.1889,14,2.4371,NA
"UCE-3251","One_class","Mixture",18,0.225,0.565,0.105,4,1.1164,NA
"UCE-3244","One_class","Mixture",38,0.2879,0.9694,0.28,6,2.3967,NA
"UCE-322","One_class","Mixture",40,0.2564,3.0954,0.9112,10,2.8865,NA
"UCE-3257","One_class","Mixture",0,0,0.0264,0.0076,0,0.0238,NA
"UCE-3258","One_class","Mixture",0,0,0.1776,0.0585,0,0.5186,NA
"UCE-3264","One_class","Mixture",0,0,0.1343,0.0449,0,0.3752,NA
"UCE-3252","One_class","Mixture",52,0.4561,1.8693,0.3236,13,4.1716,NA
"UCE-3260","One_class","Mixture",0,0,0.0438,0.0146,0,0.127,NA
"UCE-325","One_class","Mixture",18,0.1525,0.0454,0.0147,4,0.0941,NA
"UCE-3276","One_class","Mixture",4,0.2,0.2299,0.0833,1,0.372,NA
"UCE-3274","One_class","Mixture",8,0.25,1.0605,0.2431,2,1.7442,NA
"UCE-3265","One_class","Mixture",0,0,0.0842,0.0284,0,0.1575,NA
"UCE-3279","One_class","Mixture",0,0,0.146,0.0874,0,0.429,NA
"UCE-3267","One_class","Mixture",38,0.3654,0.5915,0.1652,6,1.707,NA
"UCE-3262","One_class","Mixture",22,0.1803,0.2662,0.0785,4,0.3516,NA
"UCE-327","One_class","Mixture",6,0.1765,0.1147,0.0378,1,0.1026,NA
"UCE-3290","One_class","Mixture",0,0,0.423,0.1352,0,0.9724,NA
"UCE-3263","One_class","Mixture",48,0.375,0.3873,0.1243,10,0.8159,NA
"UCE-3281","One_class","Mixture",14,0.1522,0.3,0.0824,4,0.7052,NA
"UCE-326","One_class","Mixture",50,0.3846,0.5978,0.1729,10,1.4871,NA
"UCE-3282","One_class","Mixture",46,0.4694,0.3504,0.1049,11,0.9126,NA
"UCE-3280","One_class","Mixture",68,0.6182,1.2115,0.2898,12,3.2728,NA
"UCE-3277","One_class","Mixture",62,0.5082,0.9284,0.2442,14,1.8046,NA
"UCE-3291","One_class","Mixture",0,0,0.1149,0.0403,0,0.2747,NA
"UCE-3284","One_class","Mixture",60,0.5455,1.0265,0.1929,12,2.1206,NA
"UCE-3287","One_class","Mixture",16,0.1569,0.1652,0.0405,1,0.3012,NA
"UCE-3297","One_class","Mixture",0,0,0.0036,9e-04,0,0.0054,NA
